uniqPhages,uniqSpecies,Infectivity
1.158.O.,Vibrio lentus,Inf
1.158.O.,Vibrio parahaemolyticus,NoInf
1.158.O.,Vibrio sp. 10N.1,NoInf
1.158.O.,Vibrio sp. 10N.2,NoInf
1.158.O.,Vibrio sp. 10N.3,NoInf
1.158.O.,Vibrio sp. 10N.4,NoInf
1.158.O.,Vibrio sp. 10N.5,NoInf
1.158.O.,Vibrio sp. F12,NoInf
1.158.O.,Vibrio sp. F13,NoInf
1.158.O.,Vibrio splendidus,NoInf
1.158.O.,Vibrio tasmaniensis,NoInf
1.158.O.,Vibrio vulnificus,NoInf
1.159.O.,Aliivibrio fischeri,NoInf
1.159.O.,Enterovibrio norvegicus,NoInf
1.159.O.,Shewanella sp. 10N.6,NoInf
1.159.O.,Shewanella sp. 10N.7,NoInf
1.159.O.,Vibrio alginolyticus,NoInf
1.159.O.,Vibrio anguillarum,NoInf
1.159.O.,Vibrio breoganii,NoInf
1.159.O.,Vibrio cyclitrophicus,NoInf
1.159.O.,Vibrio jasicida,NoInf
1.159.O.,Vibrio kanaloae,NoInf
1.159.O.,Vibrio lentus,NoInf
1.159.O.,Vibrio parahaemolyticus,NoInf
1.159.O.,Vibrio sp. 10N.1,Inf
1.159.O.,Vibrio sp. 10N.2,NoInf
1.159.O.,Vibrio sp. 10N.3,NoInf
1.159.O.,Vibrio sp. 10N.4,NoInf
1.159.O.,Vibrio sp. 10N.5,NoInf
1.159.O.,Vibrio sp. F12,NoInf
1.159.O.,Vibrio sp. F13,NoInf
1.159.O.,Vibrio splendidus,NoInf
1.159.O.,Vibrio tasmaniensis,NoInf
1.159.O.,Vibrio vulnificus,NoInf
1.160.O.,Aliivibrio fischeri,NoInf
1.160.O.,Enterovibrio norvegicus,NoInf
1.160.O.,Shewanella sp. 10N.6,NoInf
1.160.O.,Shewanella sp. 10N.7,NoInf
1.160.O.,Vibrio alginolyticus,NoInf
1.160.O.,Vibrio anguillarum,NoInf
1.160.O.,Vibrio breoganii,NoInf
1.160.O.,Vibrio cyclitrophicus,NoInf
1.160.O.,Vibrio jasicida,NoInf
1.160.O.,Vibrio kanaloae,NoInf
1.160.O.,Vibrio lentus,Inf
1.160.O.,Vibrio parahaemolyticus,NoInf
1.160.O.,Vibrio sp. 10N.1,NoInf
1.160.O.,Vibrio sp. 10N.2,NoInf
1.160.O.,Vibrio sp. 10N.3,NoInf
1.160.O.,Vibrio sp. 10N.4,NoInf
1.160.O.,Vibrio sp. 10N.5,NoInf
1.160.O.,Vibrio sp. F12,NoInf
1.160.O.,Vibrio sp. F13,NoInf
1.160.O.,Vibrio splendidus,NoInf
1.160.O.,Vibrio tasmaniensis,NoInf
1.160.O.,Vibrio vulnificus,NoInf
1.161.O.,Aliivibrio fischeri,NoInf
1.161.O.,Enterovibrio norvegicus,NoInf
1.161.O.,Shewanella sp. 10N.6,NoInf
1.161.O.,Shewanella sp. 10N.7,NoInf
1.161.O.,Vibrio alginolyticus,NoInf
1.161.O.,Vibrio anguillarum,NoInf
1.161.O.,Vibrio breoganii,NoInf
1.161.O.,Vibrio cyclitrophicus,NoInf
1.161.O.,Vibrio jasicida,NoInf
1.161.O.,Vibrio kanaloae,NoInf
1.161.O.,Vibrio lentus,Inf
1.161.O.,Vibrio parahaemolyticus,NoInf
1.161.O.,Vibrio sp. 10N.1,NoInf
1.161.O.,Vibrio sp. 10N.2,NoInf
1.161.O.,Vibrio sp. 10N.3,NoInf
1.161.O.,Vibrio sp. 10N.4,NoInf
1.161.O.,Vibrio sp. 10N.5,NoInf
1.161.O.,Vibrio sp. F12,NoInf
1.161.O.,Vibrio sp. F13,NoInf
1.161.O.,Vibrio splendidus,NoInf
1.161.O.,Vibrio tasmaniensis,NoInf
1.161.O.,Vibrio vulnificus,NoInf
1.162.O.,Aliivibrio fischeri,NoInf
1.162.O.,Enterovibrio norvegicus,NoInf
1.162.O.,Shewanella sp. 10N.6,NoInf
1.162.O.,Shewanella sp. 10N.7,NoInf
1.162.O.,Vibrio alginolyticus,NoInf
1.162.O.,Vibrio anguillarum,NoInf
1.162.O.,Vibrio breoganii,Inf
1.162.O.,Vibrio cyclitrophicus,NoInf
1.162.O.,Vibrio jasicida,NoInf
1.162.O.,Vibrio kanaloae,NoInf
1.162.O.,Vibrio lentus,NoInf
1.162.O.,Vibrio parahaemolyticus,NoInf
1.162.O.,Vibrio sp. 10N.1,NoInf
1.162.O.,Vibrio sp. 10N.2,NoInf
1.162.O.,Vibrio sp. 10N.3,NoInf
1.162.O.,Vibrio sp. 10N.4,NoInf
1.162.O.,Vibrio sp. 10N.5,NoInf
1.162.O.,Vibrio sp. F12,NoInf
1.162.O.,Vibrio sp. F13,NoInf
1.162.O.,Vibrio splendidus,NoInf
1.162.O.,Vibrio tasmaniensis,NoInf
1.162.O.,Vibrio vulnificus,NoInf
1.164.O.,Aliivibrio fischeri,NoInf
1.164.O.,Enterovibrio norvegicus,NoInf
1.164.O.,Shewanella sp. 10N.6,NoInf
1.164.O.,Shewanella sp. 10N.7,NoInf
1.164.O.,Vibrio alginolyticus,NoInf
1.164.O.,Vibrio anguillarum,NoInf
1.164.O.,Vibrio breoganii,NoInf
1.164.O.,Vibrio cyclitrophicus,NoInf
1.164.O.,Vibrio jasicida,NoInf
1.164.O.,Vibrio kanaloae,NoInf
1.164.O.,Vibrio lentus,NoInf
1.164.O.,Vibrio parahaemolyticus,NoInf
1.164.O.,Vibrio sp. 10N.1,NoInf
1.164.O.,Vibrio sp. 10N.2,NoInf
1.164.O.,Vibrio sp. 10N.3,NoInf
1.164.O.,Vibrio sp. 10N.4,NoInf
1.164.O.,Vibrio sp. 10N.5,NoInf
1.164.O.,Vibrio sp. F12,NoInf
1.164.O.,Vibrio sp. F13,Inf
1.164.O.,Vibrio splendidus,NoInf
1.164.O.,Vibrio tasmaniensis,NoInf
1.164.O.,Vibrio vulnificus,NoInf
1.165.O.,Aliivibrio fischeri,NoInf
1.165.O.,Enterovibrio norvegicus,NoInf
1.165.O.,Shewanella sp. 10N.6,NoInf
1.165.O.,Shewanella sp. 10N.7,NoInf
1.165.O.,Vibrio alginolyticus,NoInf
1.165.O.,Vibrio anguillarum,NoInf
1.165.O.,Vibrio breoganii,Inf
1.165.O.,Vibrio cyclitrophicus,NoInf
1.165.O.,Vibrio jasicida,NoInf
1.165.O.,Vibrio kanaloae,NoInf
1.165.O.,Vibrio lentus,NoInf
1.165.O.,Vibrio parahaemolyticus,NoInf
1.165.O.,Vibrio sp. 10N.1,NoInf
1.165.O.,Vibrio sp. 10N.2,NoInf
1.165.O.,Vibrio sp. 10N.3,NoInf
1.165.O.,Vibrio sp. 10N.4,NoInf
1.165.O.,Vibrio sp. 10N.5,NoInf
1.165.O.,Vibrio sp. F12,NoInf
1.165.O.,Vibrio sp. F13,NoInf
1.165.O.,Vibrio splendidus,NoInf
1.165.O.,Vibrio tasmaniensis,NoInf
1.165.O.,Vibrio vulnificus,NoInf
1.166.O.,Aliivibrio fischeri,NoInf
1.166.O.,Enterovibrio norvegicus,NoInf
1.166.O.,Shewanella sp. 10N.6,NoInf
1.166.O.,Shewanella sp. 10N.7,NoInf
1.166.O.,Vibrio alginolyticus,NoInf
1.166.O.,Vibrio anguillarum,NoInf
1.166.O.,Vibrio breoganii,NoInf
1.166.O.,Vibrio cyclitrophicus,NoInf
1.166.O.,Vibrio jasicida,NoInf
1.166.O.,Vibrio kanaloae,NoInf
1.166.O.,Vibrio lentus,Inf
1.166.O.,Vibrio parahaemolyticus,NoInf
1.166.O.,Vibrio sp. 10N.1,NoInf
1.166.O.,Vibrio sp. 10N.2,NoInf
1.166.O.,Vibrio sp. 10N.3,NoInf
1.166.O.,Vibrio sp. 10N.4,NoInf
1.166.O.,Vibrio sp. 10N.5,NoInf
1.166.O.,Vibrio sp. F12,NoInf
1.166.O.,Vibrio sp. F13,NoInf
1.166.O.,Vibrio splendidus,NoInf
1.166.O.,Vibrio tasmaniensis,NoInf
1.166.O.,Vibrio vulnificus,NoInf
1.167.O.,Aliivibrio fischeri,NoInf
1.167.O.,Enterovibrio norvegicus,NoInf
1.167.O.,Shewanella sp. 10N.6,NoInf
1.167.O.,Shewanella sp. 10N.7,NoInf
1.167.O.,Vibrio alginolyticus,NoInf
1.167.O.,Vibrio anguillarum,NoInf
1.167.O.,Vibrio breoganii,Inf
1.167.O.,Vibrio cyclitrophicus,NoInf
1.167.O.,Vibrio jasicida,NoInf
1.167.O.,Vibrio kanaloae,NoInf
1.167.O.,Vibrio lentus,NoInf
1.167.O.,Vibrio parahaemolyticus,NoInf
1.167.O.,Vibrio sp. 10N.1,NoInf
1.167.O.,Vibrio sp. 10N.2,NoInf
1.167.O.,Vibrio sp. 10N.3,NoInf
1.167.O.,Vibrio sp. 10N.4,NoInf
1.167.O.,Vibrio sp. 10N.5,NoInf
1.167.O.,Vibrio sp. F12,NoInf
1.167.O.,Vibrio sp. F13,NoInf
1.167.O.,Vibrio splendidus,NoInf
1.167.O.,Vibrio tasmaniensis,NoInf
1.167.O.,Vibrio vulnificus,NoInf
1.168.O.,Aliivibrio fischeri,NoInf
1.168.O.,Enterovibrio norvegicus,NoInf
1.168.O.,Shewanella sp. 10N.6,NoInf
1.168.O.,Shewanella sp. 10N.7,NoInf
1.168.O.,Vibrio alginolyticus,NoInf
1.168.O.,Vibrio anguillarum,NoInf
1.168.O.,Vibrio breoganii,Inf
1.168.O.,Vibrio cyclitrophicus,NoInf
1.168.O.,Vibrio jasicida,NoInf
1.168.O.,Vibrio kanaloae,NoInf
1.168.O.,Vibrio lentus,NoInf
1.168.O.,Vibrio parahaemolyticus,NoInf
1.168.O.,Vibrio sp. 10N.1,NoInf
1.168.O.,Vibrio sp. 10N.2,NoInf
1.168.O.,Vibrio sp. 10N.3,NoInf
1.168.O.,Vibrio sp. 10N.4,NoInf
1.168.O.,Vibrio sp. 10N.5,NoInf
1.168.O.,Vibrio sp. F12,NoInf
1.168.O.,Vibrio sp. F13,NoInf
1.168.O.,Vibrio splendidus,NoInf
1.168.O.,Vibrio tasmaniensis,NoInf
1.168.O.,Vibrio vulnificus,NoInf
1.169.O.,Aliivibrio fischeri,NoInf
1.169.O.,Enterovibrio norvegicus,NoInf
1.169.O.,Shewanella sp. 10N.6,NoInf
1.169.O.,Shewanella sp. 10N.7,NoInf
1.169.O.,Vibrio alginolyticus,NoInf
1.169.O.,Vibrio anguillarum,NoInf
1.169.O.,Vibrio breoganii,Inf
1.169.O.,Vibrio cyclitrophicus,NoInf
1.169.O.,Vibrio jasicida,NoInf
1.169.O.,Vibrio kanaloae,NoInf
1.169.O.,Vibrio lentus,NoInf
1.169.O.,Vibrio parahaemolyticus,NoInf
1.169.O.,Vibrio sp. 10N.1,NoInf
1.169.O.,Vibrio sp. 10N.2,NoInf
1.169.O.,Vibrio sp. 10N.3,NoInf
1.169.O.,Vibrio sp. 10N.4,NoInf
1.169.O.,Vibrio sp. 10N.5,NoInf
1.169.O.,Vibrio sp. F12,NoInf
1.169.O.,Vibrio sp. F13,NoInf
1.169.O.,Vibrio splendidus,NoInf
1.169.O.,Vibrio tasmaniensis,NoInf
1.169.O.,Vibrio vulnificus,NoInf
1.170.O.,Aliivibrio fischeri,NoInf
1.170.O.,Enterovibrio norvegicus,NoInf
1.170.O.,Shewanella sp. 10N.6,NoInf
1.170.O.,Shewanella sp. 10N.7,NoInf
1.170.O.,Vibrio alginolyticus,NoInf
1.170.O.,Vibrio anguillarum,NoInf
1.170.O.,Vibrio breoganii,NoInf
1.170.O.,Vibrio cyclitrophicus,NoInf
1.170.O.,Vibrio jasicida,NoInf
1.170.O.,Vibrio kanaloae,NoInf
1.170.O.,Vibrio lentus,NoInf
1.170.O.,Vibrio parahaemolyticus,NoInf
1.170.O.,Vibrio sp. 10N.1,NoInf
1.170.O.,Vibrio sp. 10N.2,NoInf
1.170.O.,Vibrio sp. 10N.3,NoInf
1.170.O.,Vibrio sp. 10N.4,NoInf
1.170.O.,Vibrio sp. 10N.5,NoInf
1.170.O.,Vibrio sp. F12,NoInf
1.170.O.,Vibrio sp. F13,NoInf
1.170.O.,Vibrio splendidus,NoInf
1.170.O.,Vibrio tasmaniensis,NoInf
1.170.O.,Vibrio vulnificus,NoInf
1.171.O.,Aliivibrio fischeri,NoInf
1.171.O.,Enterovibrio norvegicus,NoInf
1.171.O.,Shewanella sp. 10N.6,NoInf
1.171.O.,Shewanella sp. 10N.7,NoInf
1.171.O.,Vibrio alginolyticus,NoInf
1.171.O.,Vibrio anguillarum,NoInf
1.171.O.,Vibrio breoganii,NoInf
1.171.O.,Vibrio cyclitrophicus,NoInf
1.171.O.,Vibrio jasicida,NoInf
1.171.O.,Vibrio kanaloae,NoInf
1.171.O.,Vibrio lentus,Inf
1.171.O.,Vibrio parahaemolyticus,NoInf
1.171.O.,Vibrio sp. 10N.1,NoInf
1.171.O.,Vibrio sp. 10N.2,NoInf
1.171.O.,Vibrio sp. 10N.3,NoInf
1.171.O.,Vibrio sp. 10N.4,NoInf
1.171.O.,Vibrio sp. 10N.5,NoInf
1.171.O.,Vibrio sp. F12,NoInf
1.171.O.,Vibrio sp. F13,NoInf
1.171.O.,Vibrio splendidus,NoInf
1.171.O.,Vibrio tasmaniensis,NoInf
1.171.O.,Vibrio vulnificus,NoInf
1.172.O.,Aliivibrio fischeri,NoInf
1.172.O.,Enterovibrio norvegicus,NoInf
1.172.O.,Shewanella sp. 10N.6,NoInf
1.172.O.,Shewanella sp. 10N.7,NoInf
1.172.O.,Vibrio alginolyticus,NoInf
1.172.O.,Vibrio anguillarum,NoInf
1.172.O.,Vibrio breoganii,Inf
1.172.O.,Vibrio cyclitrophicus,NoInf
1.172.O.,Vibrio jasicida,NoInf
1.172.O.,Vibrio kanaloae,NoInf
1.172.O.,Vibrio lentus,NoInf
1.172.O.,Vibrio parahaemolyticus,NoInf
1.172.O.,Vibrio sp. 10N.1,NoInf
1.172.O.,Vibrio sp. 10N.2,NoInf
1.172.O.,Vibrio sp. 10N.3,NoInf
1.172.O.,Vibrio sp. 10N.4,NoInf
1.172.O.,Vibrio sp. 10N.5,NoInf
1.172.O.,Vibrio sp. F12,NoInf
1.172.O.,Vibrio sp. F13,NoInf
1.172.O.,Vibrio splendidus,NoInf
1.172.O.,Vibrio tasmaniensis,NoInf
1.172.O.,Vibrio vulnificus,NoInf
1.173.O.,Aliivibrio fischeri,NoInf
1.173.O.,Enterovibrio norvegicus,NoInf
1.173.O.,Shewanella sp. 10N.6,NoInf
1.173.O.,Shewanella sp. 10N.7,NoInf
1.173.O.,Vibrio alginolyticus,NoInf
1.173.O.,Vibrio anguillarum,NoInf
1.173.O.,Vibrio breoganii,NoInf
1.173.O.,Vibrio cyclitrophicus,Inf
1.173.O.,Vibrio jasicida,NoInf
1.173.O.,Vibrio kanaloae,NoInf
1.173.O.,Vibrio lentus,NoInf
1.173.O.,Vibrio parahaemolyticus,NoInf
1.173.O.,Vibrio sp. 10N.1,NoInf
1.173.O.,Vibrio sp. 10N.2,NoInf
1.173.O.,Vibrio sp. 10N.3,NoInf
1.173.O.,Vibrio sp. 10N.4,NoInf
1.173.O.,Vibrio sp. 10N.5,NoInf
1.173.O.,Vibrio sp. F12,NoInf
1.173.O.,Vibrio sp. F13,NoInf
1.173.O.,Vibrio splendidus,NoInf
1.173.O.,Vibrio tasmaniensis,NoInf
1.173.O.,Vibrio vulnificus,NoInf
1.174.O.,Aliivibrio fischeri,NoInf
1.174.O.,Enterovibrio norvegicus,NoInf
1.174.O.,Shewanella sp. 10N.6,NoInf
1.174.O.,Shewanella sp. 10N.7,NoInf
1.174.O.,Vibrio alginolyticus,NoInf
1.174.O.,Vibrio anguillarum,NoInf
1.174.O.,Vibrio breoganii,NoInf
1.174.O.,Vibrio cyclitrophicus,NoInf
1.174.O.,Vibrio jasicida,NoInf
1.174.O.,Vibrio kanaloae,NoInf
1.174.O.,Vibrio lentus,Inf
1.174.O.,Vibrio parahaemolyticus,NoInf
1.174.O.,Vibrio sp. 10N.1,NoInf
1.174.O.,Vibrio sp. 10N.2,NoInf
1.174.O.,Vibrio sp. 10N.3,NoInf
1.174.O.,Vibrio sp. 10N.4,Inf
1.174.O.,Vibrio sp. 10N.5,NoInf
1.174.O.,Vibrio sp. F12,NoInf
1.174.O.,Vibrio sp. F13,NoInf
1.174.O.,Vibrio splendidus,NoInf
1.174.O.,Vibrio tasmaniensis,NoInf
1.174.O.,Vibrio vulnificus,NoInf
1.175.O.,Aliivibrio fischeri,NoInf
1.175.O.,Enterovibrio norvegicus,NoInf
1.175.O.,Shewanella sp. 10N.6,NoInf
1.175.O.,Shewanella sp. 10N.7,NoInf
1.175.O.,Vibrio alginolyticus,NoInf
1.175.O.,Vibrio anguillarum,NoInf
1.175.O.,Vibrio breoganii,NoInf
1.175.O.,Vibrio cyclitrophicus,NoInf
1.175.O.,Vibrio jasicida,NoInf
1.175.O.,Vibrio kanaloae,NoInf
1.175.O.,Vibrio lentus,Inf
1.175.O.,Vibrio parahaemolyticus,NoInf
1.175.O.,Vibrio sp. 10N.1,NoInf
1.175.O.,Vibrio sp. 10N.2,NoInf
1.175.O.,Vibrio sp. 10N.3,NoInf
1.175.O.,Vibrio sp. 10N.4,NoInf
1.175.O.,Vibrio sp. 10N.5,NoInf
1.175.O.,Vibrio sp. F12,NoInf
1.175.O.,Vibrio sp. F13,NoInf
1.175.O.,Vibrio splendidus,NoInf
1.175.O.,Vibrio tasmaniensis,NoInf
1.175.O.,Vibrio vulnificus,NoInf
1.176.O.,Aliivibrio fischeri,NoInf
1.176.O.,Enterovibrio norvegicus,NoInf
1.176.O.,Shewanella sp. 10N.6,NoInf
1.176.O.,Shewanella sp. 10N.7,NoInf
1.176.O.,Vibrio alginolyticus,NoInf
1.176.O.,Vibrio anguillarum,NoInf
1.176.O.,Vibrio breoganii,Inf
1.176.O.,Vibrio cyclitrophicus,NoInf
1.176.O.,Vibrio jasicida,NoInf
1.176.O.,Vibrio kanaloae,NoInf
1.176.O.,Vibrio lentus,NoInf
1.176.O.,Vibrio parahaemolyticus,NoInf
1.176.O.,Vibrio sp. 10N.1,NoInf
1.176.O.,Vibrio sp. 10N.2,NoInf
1.176.O.,Vibrio sp. 10N.3,NoInf
1.176.O.,Vibrio sp. 10N.4,NoInf
1.176.O.,Vibrio sp. 10N.5,NoInf
1.176.O.,Vibrio sp. F12,NoInf
1.176.O.,Vibrio sp. F13,NoInf
1.176.O.,Vibrio splendidus,NoInf
1.176.O.,Vibrio tasmaniensis,NoInf
1.176.O.,Vibrio vulnificus,NoInf
1.177.O.,Aliivibrio fischeri,NoInf
1.177.O.,Enterovibrio norvegicus,NoInf
1.177.O.,Shewanella sp. 10N.6,NoInf
1.177.O.,Shewanella sp. 10N.7,NoInf
1.177.O.,Vibrio alginolyticus,NoInf
1.177.O.,Vibrio anguillarum,NoInf
1.177.O.,Vibrio breoganii,NoInf
1.177.O.,Vibrio cyclitrophicus,NoInf
1.177.O.,Vibrio jasicida,NoInf
1.177.O.,Vibrio kanaloae,NoInf
1.177.O.,Vibrio lentus,NoInf
1.177.O.,Vibrio parahaemolyticus,NoInf
1.177.O.,Vibrio sp. 10N.1,NoInf
1.177.O.,Vibrio sp. 10N.2,NoInf
1.177.O.,Vibrio sp. 10N.3,NoInf
1.177.O.,Vibrio sp. 10N.4,NoInf
1.177.O.,Vibrio sp. 10N.5,NoInf
1.177.O.,Vibrio sp. F12,Inf
1.177.O.,Vibrio sp. F13,NoInf
1.177.O.,Vibrio splendidus,NoInf
1.177.O.,Vibrio tasmaniensis,NoInf
1.177.O.,Vibrio vulnificus,NoInf
1.178.O.,Aliivibrio fischeri,NoInf
1.178.O.,Enterovibrio norvegicus,NoInf
1.178.O.,Shewanella sp. 10N.6,NoInf
1.178.O.,Shewanella sp. 10N.7,NoInf
1.178.O.,Vibrio alginolyticus,NoInf
1.178.O.,Vibrio anguillarum,NoInf
1.178.O.,Vibrio breoganii,NoInf
1.178.O.,Vibrio cyclitrophicus,NoInf
1.178.O.,Vibrio jasicida,NoInf
1.178.O.,Vibrio kanaloae,NoInf
1.178.O.,Vibrio lentus,NoInf
1.178.O.,Vibrio parahaemolyticus,NoInf
1.178.O.,Vibrio sp. 10N.1,NoInf
1.178.O.,Vibrio sp. 10N.2,NoInf
1.178.O.,Vibrio sp. 10N.3,NoInf
1.178.O.,Vibrio sp. 10N.4,NoInf
1.178.O.,Vibrio sp. 10N.5,NoInf
1.178.O.,Vibrio sp. F12,NoInf
1.178.O.,Vibrio sp. F13,NoInf
1.178.O.,Vibrio splendidus,NoInf
1.178.O.,Vibrio tasmaniensis,NoInf
1.178.O.,Vibrio vulnificus,NoInf
1.179.O.,Aliivibrio fischeri,NoInf
1.179.O.,Enterovibrio norvegicus,NoInf
1.179.O.,Shewanella sp. 10N.6,NoInf
1.179.O.,Shewanella sp. 10N.7,NoInf
1.179.O.,Vibrio alginolyticus,NoInf
1.179.O.,Vibrio anguillarum,NoInf
1.179.O.,Vibrio breoganii,NoInf
1.179.O.,Vibrio cyclitrophicus,NoInf
1.179.O.,Vibrio jasicida,NoInf
1.179.O.,Vibrio kanaloae,NoInf
1.179.O.,Vibrio lentus,NoInf
1.179.O.,Vibrio parahaemolyticus,NoInf
1.179.O.,Vibrio sp. 10N.1,NoInf
1.179.O.,Vibrio sp. 10N.2,NoInf
1.179.O.,Vibrio sp. 10N.3,NoInf
1.179.O.,Vibrio sp. 10N.4,NoInf
1.179.O.,Vibrio sp. 10N.5,NoInf
1.179.O.,Vibrio sp. F12,NoInf
1.179.O.,Vibrio sp. F13,NoInf
1.179.O.,Vibrio splendidus,Inf
1.179.O.,Vibrio tasmaniensis,NoInf
1.179.O.,Vibrio vulnificus,NoInf
1.181.O.,Aliivibrio fischeri,NoInf
1.181.O.,Enterovibrio norvegicus,NoInf
1.181.O.,Shewanella sp. 10N.6,NoInf
1.181.O.,Shewanella sp. 10N.7,NoInf
1.181.O.,Vibrio alginolyticus,NoInf
1.181.O.,Vibrio anguillarum,NoInf
1.181.O.,Vibrio breoganii,NoInf
1.181.O.,Vibrio cyclitrophicus,NoInf
1.181.O.,Vibrio jasicida,NoInf
1.181.O.,Vibrio kanaloae,NoInf
1.181.O.,Vibrio lentus,NoInf
1.181.O.,Vibrio parahaemolyticus,NoInf
1.181.O.,Vibrio sp. 10N.1,NoInf
1.181.O.,Vibrio sp. 10N.2,NoInf
1.181.O.,Vibrio sp. 10N.3,NoInf
1.181.O.,Vibrio sp. 10N.4,NoInf
1.181.O.,Vibrio sp. 10N.5,NoInf
1.181.O.,Vibrio sp. F12,NoInf
1.181.O.,Vibrio sp. F13,NoInf
1.181.O.,Vibrio splendidus,Inf
1.181.O.,Vibrio tasmaniensis,NoInf
1.181.O.,Vibrio vulnificus,NoInf
1.182.O.,Aliivibrio fischeri,NoInf
1.182.O.,Enterovibrio norvegicus,NoInf
1.182.O.,Shewanella sp. 10N.6,NoInf
1.182.O.,Shewanella sp. 10N.7,NoInf
1.182.O.,Vibrio alginolyticus,NoInf
1.182.O.,Vibrio anguillarum,NoInf
1.182.O.,Vibrio breoganii,Inf
1.182.O.,Vibrio cyclitrophicus,NoInf
1.182.O.,Vibrio jasicida,NoInf
1.182.O.,Vibrio kanaloae,NoInf
1.182.O.,Vibrio lentus,NoInf
1.182.O.,Vibrio parahaemolyticus,NoInf
1.182.O.,Vibrio sp. 10N.1,NoInf
1.182.O.,Vibrio sp. 10N.2,NoInf
1.182.O.,Vibrio sp. 10N.3,NoInf
1.182.O.,Vibrio sp. 10N.4,NoInf
1.182.O.,Vibrio sp. 10N.5,NoInf
1.182.O.,Vibrio sp. F12,NoInf
1.182.O.,Vibrio sp. F13,NoInf
1.182.O.,Vibrio splendidus,NoInf
1.182.O.,Vibrio tasmaniensis,NoInf
1.182.O.,Vibrio vulnificus,NoInf
1.183.O.,Aliivibrio fischeri,NoInf
1.183.O.,Enterovibrio norvegicus,NoInf
1.183.O.,Shewanella sp. 10N.6,NoInf
1.183.O.,Shewanella sp. 10N.7,NoInf
1.183.O.,Vibrio alginolyticus,NoInf
1.183.O.,Vibrio anguillarum,NoInf
1.183.O.,Vibrio breoganii,NoInf
1.183.O.,Vibrio cyclitrophicus,NoInf
1.183.O.,Vibrio jasicida,NoInf
1.183.O.,Vibrio kanaloae,NoInf
1.183.O.,Vibrio lentus,NoInf
1.183.O.,Vibrio parahaemolyticus,NoInf
1.183.O.,Vibrio sp. 10N.1,NoInf
1.183.O.,Vibrio sp. 10N.2,Inf
1.183.O.,Vibrio sp. 10N.3,NoInf
1.183.O.,Vibrio sp. 10N.4,NoInf
1.183.O.,Vibrio sp. 10N.5,NoInf
1.183.O.,Vibrio sp. F12,NoInf
1.183.O.,Vibrio sp. F13,NoInf
1.183.O.,Vibrio splendidus,NoInf
1.183.O.,Vibrio tasmaniensis,NoInf
1.183.O.,Vibrio vulnificus,NoInf
1.184.A.,Aliivibrio fischeri,NoInf
1.184.A.,Enterovibrio norvegicus,NoInf
1.184.A.,Shewanella sp. 10N.6,NoInf
1.184.A.,Shewanella sp. 10N.7,NoInf
1.184.A.,Vibrio alginolyticus,NoInf
1.184.A.,Vibrio anguillarum,NoInf
1.184.A.,Vibrio breoganii,NoInf
1.184.A.,Vibrio cyclitrophicus,Inf
1.184.A.,Vibrio jasicida,NoInf
1.184.A.,Vibrio kanaloae,NoInf
1.184.A.,Vibrio lentus,NoInf
1.184.A.,Vibrio parahaemolyticus,NoInf
1.184.A.,Vibrio sp. 10N.1,NoInf
1.184.A.,Vibrio sp. 10N.2,NoInf
1.184.A.,Vibrio sp. 10N.3,NoInf
1.184.A.,Vibrio sp. 10N.4,NoInf
1.184.A.,Vibrio sp. 10N.5,NoInf
1.184.A.,Vibrio sp. F12,NoInf
1.184.A.,Vibrio sp. F13,NoInf
1.184.A.,Vibrio splendidus,NoInf
1.184.A.,Vibrio tasmaniensis,NoInf
1.184.A.,Vibrio vulnificus,NoInf
1.185.O.,Aliivibrio fischeri,NoInf
1.185.O.,Enterovibrio norvegicus,NoInf
1.185.O.,Shewanella sp. 10N.6,NoInf
1.185.O.,Shewanella sp. 10N.7,NoInf
1.185.O.,Vibrio alginolyticus,NoInf
1.185.O.,Vibrio anguillarum,NoInf
1.185.O.,Vibrio breoganii,NoInf
1.185.O.,Vibrio cyclitrophicus,NoInf
1.185.O.,Vibrio jasicida,NoInf
1.185.O.,Vibrio kanaloae,NoInf
1.185.O.,Vibrio lentus,NoInf
1.185.O.,Vibrio parahaemolyticus,NoInf
1.185.O.,Vibrio sp. 10N.1,NoInf
1.185.O.,Vibrio sp. 10N.2,Inf
1.185.O.,Vibrio sp. 10N.3,NoInf
1.185.O.,Vibrio sp. 10N.4,NoInf
1.185.O.,Vibrio sp. 10N.5,NoInf
1.185.O.,Vibrio sp. F12,NoInf
1.185.O.,Vibrio sp. F13,NoInf
1.185.O.,Vibrio splendidus,NoInf
1.185.O.,Vibrio tasmaniensis,NoInf
1.185.O.,Vibrio vulnificus,NoInf
1.186.O.,Aliivibrio fischeri,NoInf
1.186.O.,Enterovibrio norvegicus,NoInf
1.186.O.,Shewanella sp. 10N.6,NoInf
1.186.O.,Shewanella sp. 10N.7,NoInf
1.186.O.,Vibrio alginolyticus,NoInf
1.186.O.,Vibrio anguillarum,NoInf
1.186.O.,Vibrio breoganii,NoInf
1.186.O.,Vibrio cyclitrophicus,Inf
1.186.O.,Vibrio jasicida,NoInf
1.186.O.,Vibrio kanaloae,NoInf
1.186.O.,Vibrio lentus,NoInf
1.186.O.,Vibrio parahaemolyticus,NoInf
1.186.O.,Vibrio sp. 10N.1,NoInf
1.186.O.,Vibrio sp. 10N.2,NoInf
