uniqPhages,uniqSpecies,Infectivity
1.108.O.,Vibrio sp. 10N.2,NoInf
1.108.O.,Vibrio sp. 10N.3,NoInf
1.108.O.,Vibrio sp. 10N.4,NoInf
1.108.O.,Vibrio sp. 10N.5,NoInf
1.108.O.,Vibrio sp. F12,NoInf
1.108.O.,Vibrio sp. F13,NoInf
1.108.O.,Vibrio splendidus,NoInf
1.108.O.,Vibrio tasmaniensis,NoInf
1.108.O.,Vibrio vulnificus,NoInf
1.110.O.,Aliivibrio fischeri,NoInf
1.110.O.,Enterovibrio norvegicus,NoInf
1.110.O.,Shewanella sp. 10N.6,NoInf
1.110.O.,Shewanella sp. 10N.7,NoInf
1.110.O.,Vibrio alginolyticus,NoInf
1.110.O.,Vibrio anguillarum,NoInf
1.110.O.,Vibrio breoganii,Inf
1.110.O.,Vibrio cyclitrophicus,NoInf
1.110.O.,Vibrio jasicida,NoInf
1.110.O.,Vibrio kanaloae,NoInf
1.110.O.,Vibrio lentus,NoInf
1.110.O.,Vibrio parahaemolyticus,NoInf
1.110.O.,Vibrio sp. 10N.1,NoInf
1.110.O.,Vibrio sp. 10N.2,NoInf
1.110.O.,Vibrio sp. 10N.3,NoInf
1.110.O.,Vibrio sp. 10N.4,NoInf
1.110.O.,Vibrio sp. 10N.5,NoInf
1.110.O.,Vibrio sp. F12,NoInf
1.110.O.,Vibrio sp. F13,NoInf
1.110.O.,Vibrio splendidus,NoInf
1.110.O.,Vibrio tasmaniensis,NoInf
1.110.O.,Vibrio vulnificus,NoInf
1.111.A.,Aliivibrio fischeri,NoInf
1.111.A.,Enterovibrio norvegicus,NoInf
1.111.A.,Shewanella sp. 10N.6,NoInf
1.111.A.,Shewanella sp. 10N.7,NoInf
1.111.A.,Vibrio alginolyticus,NoInf
1.111.A.,Vibrio anguillarum,NoInf
1.111.A.,Vibrio breoganii,NoInf
1.111.A.,Vibrio cyclitrophicus,NoInf
1.111.A.,Vibrio jasicida,NoInf
1.111.A.,Vibrio kanaloae,NoInf
1.111.A.,Vibrio lentus,Inf
1.111.A.,Vibrio parahaemolyticus,NoInf
1.111.A.,Vibrio sp. 10N.1,NoInf
1.111.A.,Vibrio sp. 10N.2,NoInf
1.111.A.,Vibrio sp. 10N.3,NoInf
1.111.A.,Vibrio sp. 10N.4,NoInf
1.111.A.,Vibrio sp. 10N.5,NoInf
1.111.A.,Vibrio sp. F12,NoInf
1.111.A.,Vibrio sp. F13,NoInf
1.111.A.,Vibrio splendidus,NoInf
1.111.A.,Vibrio tasmaniensis,NoInf
1.111.A.,Vibrio vulnificus,NoInf
1.112.O.,Aliivibrio fischeri,NoInf
1.112.O.,Enterovibrio norvegicus,NoInf
1.112.O.,Shewanella sp. 10N.6,NoInf
1.112.O.,Shewanella sp. 10N.7,NoInf
1.112.O.,Vibrio alginolyticus,NoInf
1.112.O.,Vibrio anguillarum,NoInf
1.112.O.,Vibrio breoganii,NoInf
1.112.O.,Vibrio cyclitrophicus,NoInf
1.112.O.,Vibrio jasicida,NoInf
1.112.O.,Vibrio kanaloae,NoInf
1.112.O.,Vibrio lentus,Inf
1.112.O.,Vibrio parahaemolyticus,NoInf
1.112.O.,Vibrio sp. 10N.1,NoInf
1.112.O.,Vibrio sp. 10N.2,NoInf
1.112.O.,Vibrio sp. 10N.3,NoInf
1.112.O.,Vibrio sp. 10N.4,NoInf
1.112.O.,Vibrio sp. 10N.5,NoInf
1.112.O.,Vibrio sp. F12,NoInf
1.112.O.,Vibrio sp. F13,NoInf
1.112.O.,Vibrio splendidus,NoInf
1.112.O.,Vibrio tasmaniensis,NoInf
1.112.O.,Vibrio vulnificus,NoInf
1.113.A.,Aliivibrio fischeri,NoInf
1.113.A.,Enterovibrio norvegicus,NoInf
1.113.A.,Shewanella sp. 10N.6,NoInf
1.113.A.,Shewanella sp. 10N.7,NoInf
1.113.A.,Vibrio alginolyticus,NoInf
1.113.A.,Vibrio anguillarum,NoInf
1.113.A.,Vibrio breoganii,NoInf
1.113.A.,Vibrio cyclitrophicus,NoInf
1.113.A.,Vibrio jasicida,NoInf
1.113.A.,Vibrio kanaloae,NoInf
1.113.A.,Vibrio lentus,NoInf
1.113.A.,Vibrio parahaemolyticus,NoInf
1.113.A.,Vibrio sp. 10N.1,NoInf
1.113.A.,Vibrio sp. 10N.2,NoInf
1.113.A.,Vibrio sp. 10N.3,NoInf
1.113.A.,Vibrio sp. 10N.4,NoInf
1.113.A.,Vibrio sp. 10N.5,NoInf
1.113.A.,Vibrio sp. F12,NoInf
1.113.A.,Vibrio sp. F13,NoInf
1.113.A.,Vibrio splendidus,NoInf
1.113.A.,Vibrio tasmaniensis,NoInf
1.113.A.,Vibrio vulnificus,NoInf
1.115.A.,Aliivibrio fischeri,NoInf
1.115.A.,Enterovibrio norvegicus,NoInf
1.115.A.,Shewanella sp. 10N.6,NoInf
1.115.A.,Shewanella sp. 10N.7,NoInf
1.115.A.,Vibrio alginolyticus,NoInf
1.115.A.,Vibrio anguillarum,NoInf
1.115.A.,Vibrio breoganii,Inf
1.115.A.,Vibrio cyclitrophicus,NoInf
1.115.A.,Vibrio jasicida,NoInf
1.115.A.,Vibrio kanaloae,NoInf
1.115.A.,Vibrio lentus,NoInf
1.115.A.,Vibrio parahaemolyticus,NoInf
1.115.A.,Vibrio sp. 10N.1,NoInf
1.115.A.,Vibrio sp. 10N.2,NoInf
1.115.A.,Vibrio sp. 10N.3,NoInf
1.115.A.,Vibrio sp. 10N.4,NoInf
1.115.A.,Vibrio sp. 10N.5,NoInf
1.115.A.,Vibrio sp. F12,NoInf
1.115.A.,Vibrio sp. F13,NoInf
1.115.A.,Vibrio splendidus,NoInf
1.115.A.,Vibrio tasmaniensis,NoInf
1.115.A.,Vibrio vulnificus,NoInf
1.116.O.,Aliivibrio fischeri,NoInf
1.116.O.,Enterovibrio norvegicus,NoInf
1.116.O.,Shewanella sp. 10N.6,NoInf
1.116.O.,Shewanella sp. 10N.7,NoInf
1.116.O.,Vibrio alginolyticus,NoInf
1.116.O.,Vibrio anguillarum,NoInf
1.116.O.,Vibrio breoganii,Inf
1.116.O.,Vibrio cyclitrophicus,NoInf
1.116.O.,Vibrio jasicida,NoInf
1.116.O.,Vibrio kanaloae,NoInf
1.116.O.,Vibrio lentus,NoInf
1.116.O.,Vibrio parahaemolyticus,NoInf
1.116.O.,Vibrio sp. 10N.1,NoInf
1.116.O.,Vibrio sp. 10N.2,NoInf
1.116.O.,Vibrio sp. 10N.3,NoInf
1.116.O.,Vibrio sp. 10N.4,NoInf
1.116.O.,Vibrio sp. 10N.5,NoInf
1.116.O.,Vibrio sp. F12,NoInf
1.116.O.,Vibrio sp. F13,NoInf
1.116.O.,Vibrio splendidus,NoInf
1.116.O.,Vibrio tasmaniensis,NoInf
1.116.O.,Vibrio vulnificus,NoInf
1.118.A.,Aliivibrio fischeri,NoInf
1.118.A.,Enterovibrio norvegicus,NoInf
1.118.A.,Shewanella sp. 10N.6,NoInf
1.118.A.,Shewanella sp. 10N.7,NoInf
1.118.A.,Vibrio alginolyticus,NoInf
1.118.A.,Vibrio anguillarum,NoInf
1.118.A.,Vibrio breoganii,NoInf
1.118.A.,Vibrio cyclitrophicus,NoInf
1.118.A.,Vibrio jasicida,NoInf
1.118.A.,Vibrio kanaloae,NoInf
1.118.A.,Vibrio lentus,Inf
1.118.A.,Vibrio parahaemolyticus,NoInf
1.118.A.,Vibrio sp. 10N.1,NoInf
1.118.A.,Vibrio sp. 10N.2,NoInf
1.118.A.,Vibrio sp. 10N.3,NoInf
1.118.A.,Vibrio sp. 10N.4,NoInf
1.118.A.,Vibrio sp. 10N.5,NoInf
1.118.A.,Vibrio sp. F12,NoInf
1.118.A.,Vibrio sp. F13,NoInf
1.118.A.,Vibrio splendidus,NoInf
1.118.A.,Vibrio tasmaniensis,NoInf
1.118.A.,Vibrio vulnificus,NoInf
1.119.O.,Aliivibrio fischeri,NoInf
1.119.O.,Enterovibrio norvegicus,NoInf
1.119.O.,Shewanella sp. 10N.6,NoInf
1.119.O.,Shewanella sp. 10N.7,NoInf
1.119.O.,Vibrio alginolyticus,NoInf
1.119.O.,Vibrio anguillarum,NoInf
1.119.O.,Vibrio breoganii,NoInf
1.119.O.,Vibrio cyclitrophicus,NoInf
1.119.O.,Vibrio jasicida,NoInf
1.119.O.,Vibrio kanaloae,NoInf
1.119.O.,Vibrio lentus,Inf
1.119.O.,Vibrio parahaemolyticus,NoInf
1.119.O.,Vibrio sp. 10N.1,NoInf
1.119.O.,Vibrio sp. 10N.2,NoInf
1.119.O.,Vibrio sp. 10N.3,NoInf
1.119.O.,Vibrio sp. 10N.4,NoInf
1.119.O.,Vibrio sp. 10N.5,NoInf
1.119.O.,Vibrio sp. F12,NoInf
1.119.O.,Vibrio sp. F13,NoInf
1.119.O.,Vibrio splendidus,NoInf
1.119.O.,Vibrio tasmaniensis,NoInf
1.119.O.,Vibrio vulnificus,NoInf
1.121.O.,Aliivibrio fischeri,NoInf
1.121.O.,Enterovibrio norvegicus,Inf
1.121.O.,Shewanella sp. 10N.6,NoInf
1.121.O.,Shewanella sp. 10N.7,NoInf
1.121.O.,Vibrio alginolyticus,NoInf
1.121.O.,Vibrio anguillarum,NoInf
1.121.O.,Vibrio breoganii,NoInf
1.121.O.,Vibrio cyclitrophicus,NoInf
1.121.O.,Vibrio jasicida,NoInf
1.121.O.,Vibrio kanaloae,NoInf
1.121.O.,Vibrio lentus,NoInf
1.121.O.,Vibrio parahaemolyticus,NoInf
1.121.O.,Vibrio sp. 10N.1,NoInf
1.121.O.,Vibrio sp. 10N.2,NoInf
1.121.O.,Vibrio sp. 10N.3,NoInf
1.121.O.,Vibrio sp. 10N.4,NoInf
1.121.O.,Vibrio sp. 10N.5,NoInf
1.121.O.,Vibrio sp. F12,NoInf
1.121.O.,Vibrio sp. F13,NoInf
1.121.O.,Vibrio splendidus,Inf
1.121.O.,Vibrio tasmaniensis,NoInf
1.121.O.,Vibrio vulnificus,NoInf
1.122.A.,Aliivibrio fischeri,NoInf
1.122.A.,Enterovibrio norvegicus,NoInf
1.122.A.,Shewanella sp. 10N.6,NoInf
1.122.A.,Shewanella sp. 10N.7,NoInf
1.122.A.,Vibrio alginolyticus,NoInf
1.122.A.,Vibrio anguillarum,NoInf
1.122.A.,Vibrio breoganii,NoInf
1.122.A.,Vibrio cyclitrophicus,Inf
1.122.A.,Vibrio jasicida,NoInf
1.122.A.,Vibrio kanaloae,NoInf
1.122.A.,Vibrio lentus,NoInf
1.122.A.,Vibrio parahaemolyticus,NoInf
1.122.A.,Vibrio sp. 10N.1,NoInf
1.122.A.,Vibrio sp. 10N.2,NoInf
1.122.A.,Vibrio sp. 10N.3,NoInf
1.122.A.,Vibrio sp. 10N.4,NoInf
1.122.A.,Vibrio sp. 10N.5,NoInf
1.122.A.,Vibrio sp. F12,NoInf
1.122.A.,Vibrio sp. F13,NoInf
1.122.A.,Vibrio splendidus,NoInf
1.122.A.,Vibrio tasmaniensis,NoInf
1.122.A.,Vibrio vulnificus,NoInf
1.123.O.,Aliivibrio fischeri,NoInf
1.123.O.,Enterovibrio norvegicus,Inf
1.123.O.,Shewanella sp. 10N.6,NoInf
1.123.O.,Shewanella sp. 10N.7,NoInf
1.123.O.,Vibrio alginolyticus,NoInf
1.123.O.,Vibrio anguillarum,NoInf
1.123.O.,Vibrio breoganii,NoInf
1.123.O.,Vibrio cyclitrophicus,NoInf
1.123.O.,Vibrio jasicida,NoInf
1.123.O.,Vibrio kanaloae,NoInf
1.123.O.,Vibrio lentus,NoInf
1.123.O.,Vibrio parahaemolyticus,NoInf
1.123.O.,Vibrio sp. 10N.1,NoInf
1.123.O.,Vibrio sp. 10N.2,NoInf
1.123.O.,Vibrio sp. 10N.3,NoInf
1.123.O.,Vibrio sp. 10N.4,NoInf
1.123.O.,Vibrio sp. 10N.5,NoInf
1.123.O.,Vibrio sp. F12,NoInf
1.123.O.,Vibrio sp. F13,NoInf
1.123.O.,Vibrio splendidus,NoInf
1.123.O.,Vibrio tasmaniensis,NoInf
1.123.O.,Vibrio vulnificus,NoInf
1.124.O.,Aliivibrio fischeri,NoInf
1.124.O.,Enterovibrio norvegicus,NoInf
1.124.O.,Shewanella sp. 10N.6,NoInf
1.124.O.,Shewanella sp. 10N.7,NoInf
1.124.O.,Vibrio alginolyticus,NoInf
1.124.O.,Vibrio anguillarum,NoInf
1.124.O.,Vibrio breoganii,NoInf
1.124.O.,Vibrio cyclitrophicus,NoInf
1.124.O.,Vibrio jasicida,NoInf
1.124.O.,Vibrio kanaloae,NoInf
1.124.O.,Vibrio lentus,NoInf
1.124.O.,Vibrio parahaemolyticus,NoInf
1.124.O.,Vibrio sp. 10N.1,NoInf
1.124.O.,Vibrio sp. 10N.2,Inf
1.124.O.,Vibrio sp. 10N.3,NoInf
1.124.O.,Vibrio sp. 10N.4,NoInf
1.124.O.,Vibrio sp. 10N.5,NoInf
1.124.O.,Vibrio sp. F12,NoInf
1.124.O.,Vibrio sp. F13,NoInf
1.124.O.,Vibrio splendidus,NoInf
1.124.O.,Vibrio tasmaniensis,NoInf
1.124.O.,Vibrio vulnificus,NoInf
1.125.O.,Aliivibrio fischeri,NoInf
1.125.O.,Enterovibrio norvegicus,NoInf
1.125.O.,Shewanella sp. 10N.6,NoInf
1.125.O.,Shewanella sp. 10N.7,NoInf
1.125.O.,Vibrio alginolyticus,NoInf
1.125.O.,Vibrio anguillarum,NoInf
1.125.O.,Vibrio breoganii,NoInf
1.125.O.,Vibrio cyclitrophicus,Inf
1.125.O.,Vibrio jasicida,NoInf
1.125.O.,Vibrio kanaloae,NoInf
1.125.O.,Vibrio lentus,Inf
1.125.O.,Vibrio parahaemolyticus,NoInf
1.125.O.,Vibrio sp. 10N.1,NoInf
1.125.O.,Vibrio sp. 10N.2,NoInf
1.125.O.,Vibrio sp. 10N.3,NoInf
1.125.O.,Vibrio sp. 10N.4,NoInf
1.125.O.,Vibrio sp. 10N.5,NoInf
1.125.O.,Vibrio sp. F12,Inf
1.125.O.,Vibrio sp. F13,NoInf
1.125.O.,Vibrio splendidus,Inf
1.125.O.,Vibrio tasmaniensis,NoInf
1.125.O.,Vibrio vulnificus,NoInf
1.127.O.,Aliivibrio fischeri,NoInf
1.127.O.,Enterovibrio norvegicus,NoInf
1.127.O.,Shewanella sp. 10N.6,NoInf
1.127.O.,Shewanella sp. 10N.7,NoInf
1.127.O.,Vibrio alginolyticus,NoInf
1.127.O.,Vibrio anguillarum,NoInf
1.127.O.,Vibrio breoganii,NoInf
1.127.O.,Vibrio cyclitrophicus,NoInf
1.127.O.,Vibrio jasicida,NoInf
1.127.O.,Vibrio kanaloae,NoInf
1.127.O.,Vibrio lentus,Inf
1.127.O.,Vibrio parahaemolyticus,NoInf
1.127.O.,Vibrio sp. 10N.1,NoInf
1.127.O.,Vibrio sp. 10N.2,NoInf
1.127.O.,Vibrio sp. 10N.3,NoInf
1.127.O.,Vibrio sp. 10N.4,NoInf
1.127.O.,Vibrio sp. 10N.5,NoInf
1.127.O.,Vibrio sp. F12,NoInf
1.127.O.,Vibrio sp. F13,NoInf
1.127.O.,Vibrio splendidus,NoInf
1.127.O.,Vibrio tasmaniensis,NoInf
1.127.O.,Vibrio vulnificus,NoInf
1.131.O.,Aliivibrio fischeri,NoInf
1.131.O.,Enterovibrio norvegicus,NoInf
1.131.O.,Shewanella sp. 10N.6,NoInf
1.131.O.,Shewanella sp. 10N.7,NoInf
1.131.O.,Vibrio alginolyticus,NoInf
1.131.O.,Vibrio anguillarum,NoInf
1.131.O.,Vibrio breoganii,Inf
1.131.O.,Vibrio cyclitrophicus,NoInf
1.131.O.,Vibrio jasicida,NoInf
1.131.O.,Vibrio kanaloae,NoInf
1.131.O.,Vibrio lentus,NoInf
1.131.O.,Vibrio parahaemolyticus,NoInf
1.131.O.,Vibrio sp. 10N.1,NoInf
1.131.O.,Vibrio sp. 10N.2,NoInf
1.131.O.,Vibrio sp. 10N.3,NoInf
1.131.O.,Vibrio sp. 10N.4,NoInf
1.131.O.,Vibrio sp. 10N.5,NoInf
1.131.O.,Vibrio sp. F12,NoInf
1.131.O.,Vibrio sp. F13,NoInf
1.131.O.,Vibrio splendidus,NoInf
1.131.O.,Vibrio tasmaniensis,NoInf
1.131.O.,Vibrio vulnificus,NoInf
1.132.O.,Aliivibrio fischeri,NoInf
1.132.O.,Enterovibrio norvegicus,NoInf
1.132.O.,Shewanella sp. 10N.6,NoInf
1.132.O.,Shewanella sp. 10N.7,NoInf
1.132.O.,Vibrio alginolyticus,NoInf
1.132.O.,Vibrio anguillarum,NoInf
1.132.O.,Vibrio breoganii,Inf
1.132.O.,Vibrio cyclitrophicus,NoInf
1.132.O.,Vibrio jasicida,NoInf
1.132.O.,Vibrio kanaloae,NoInf
1.132.O.,Vibrio lentus,NoInf
1.132.O.,Vibrio parahaemolyticus,NoInf
1.132.O.,Vibrio sp. 10N.1,NoInf
1.132.O.,Vibrio sp. 10N.2,NoInf
1.132.O.,Vibrio sp. 10N.3,NoInf
1.132.O.,Vibrio sp. 10N.4,NoInf
1.132.O.,Vibrio sp. 10N.5,NoInf
1.132.O.,Vibrio sp. F12,NoInf
1.132.O.,Vibrio sp. F13,NoInf
1.132.O.,Vibrio splendidus,NoInf
1.132.O.,Vibrio tasmaniensis,NoInf
1.132.O.,Vibrio vulnificus,NoInf
1.133.O.,Aliivibrio fischeri,NoInf
1.133.O.,Enterovibrio norvegicus,NoInf
1.133.O.,Shewanella sp. 10N.6,NoInf
1.133.O.,Shewanella sp. 10N.7,NoInf
1.133.O.,Vibrio alginolyticus,NoInf
1.133.O.,Vibrio anguillarum,NoInf
1.133.O.,Vibrio breoganii,Inf
1.133.O.,Vibrio cyclitrophicus,NoInf
1.133.O.,Vibrio jasicida,NoInf
1.133.O.,Vibrio kanaloae,NoInf
1.133.O.,Vibrio lentus,NoInf
1.133.O.,Vibrio parahaemolyticus,NoInf
1.133.O.,Vibrio sp. 10N.1,NoInf
1.133.O.,Vibrio sp. 10N.2,NoInf
1.133.O.,Vibrio sp. 10N.3,NoInf
1.133.O.,Vibrio sp. 10N.4,NoInf
1.133.O.,Vibrio sp. 10N.5,NoInf
1.133.O.,Vibrio sp. F12,NoInf
1.133.O.,Vibrio sp. F13,NoInf
1.133.O.,Vibrio splendidus,NoInf
1.133.O.,Vibrio tasmaniensis,NoInf
1.133.O.,Vibrio vulnificus,NoInf
1.134.O.,Aliivibrio fischeri,NoInf
1.134.O.,Enterovibrio norvegicus,NoInf
1.134.O.,Shewanella sp. 10N.6,NoInf
1.134.O.,Shewanella sp. 10N.7,NoInf
1.134.O.,Vibrio alginolyticus,NoInf
1.134.O.,Vibrio anguillarum,NoInf
1.134.O.,Vibrio breoganii,Inf
1.134.O.,Vibrio cyclitrophicus,NoInf
1.134.O.,Vibrio jasicida,NoInf
1.134.O.,Vibrio kanaloae,NoInf
1.134.O.,Vibrio lentus,NoInf
1.134.O.,Vibrio parahaemolyticus,NoInf
1.134.O.,Vibrio sp. 10N.1,NoInf
1.134.O.,Vibrio sp. 10N.2,NoInf
1.134.O.,Vibrio sp. 10N.3,NoInf
1.134.O.,Vibrio sp. 10N.4,NoInf
1.134.O.,Vibrio sp. 10N.5,NoInf
1.134.O.,Vibrio sp. F12,NoInf
1.134.O.,Vibrio sp. F13,NoInf
1.134.O.,Vibrio splendidus,NoInf
1.134.O.,Vibrio tasmaniensis,NoInf
1.134.O.,Vibrio vulnificus,NoInf
1.135.O.,Aliivibrio fischeri,NoInf
1.135.O.,Enterovibrio norvegicus,NoInf
1.135.O.,Shewanella sp. 10N.6,NoInf
1.135.O.,Shewanella sp. 10N.7,NoInf
1.135.O.,Vibrio alginolyticus,NoInf
1.135.O.,Vibrio anguillarum,NoInf
1.135.O.,Vibrio breoganii,NoInf
1.135.O.,Vibrio cyclitrophicus,NoInf
1.135.O.,Vibrio jasicida,NoInf
1.135.O.,Vibrio kanaloae,NoInf
1.135.O.,Vibrio lentus,NoInf
1.135.O.,Vibrio parahaemolyticus,NoInf
1.135.O.,Vibrio sp. 10N.1,NoInf
1.135.O.,Vibrio sp. 10N.2,NoInf
1.135.O.,Vibrio sp. 10N.3,NoInf
1.135.O.,Vibrio sp. 10N.4,NoInf
1.135.O.,Vibrio sp. 10N.5,NoInf
1.135.O.,Vibrio sp. F12,NoInf
1.135.O.,Vibrio sp. F13,Inf
1.135.O.,Vibrio splendidus,NoInf
1.135.O.,Vibrio tasmaniensis,NoInf
1.135.O.,Vibrio vulnificus,NoInf
1.136.O.,Aliivibrio fischeri,NoInf
1.136.O.,Enterovibrio norvegicus,NoInf
1.136.O.,Shewanella sp. 10N.6,NoInf
1.136.O.,Shewanella sp. 10N.7,NoInf
1.136.O.,Vibrio alginolyticus,NoInf
1.136.O.,Vibrio anguillarum,NoInf
1.136.O.,Vibrio breoganii,NoInf
1.136.O.,Vibrio cyclitrophicus,NoInf
1.136.O.,Vibrio jasicida,NoInf
1.136.O.,Vibrio kanaloae,NoInf
1.136.O.,Vibrio lentus,NoInf
1.136.O.,Vibrio parahaemolyticus,NoInf
1.136.O.,Vibrio sp. 10N.1,Inf
1.136.O.,Vibrio sp. 10N.2,NoInf
1.136.O.,Vibrio sp. 10N.3,NoInf
1.136.O.,Vibrio sp. 10N.4,NoInf
1.136.O.,Vibrio sp. 10N.5,NoInf
1.136.O.,Vibrio sp. F12,NoInf
1.136.O.,Vibrio sp. F13,NoInf
1.136.O.,Vibrio splendidus,NoInf
1.136.O.,Vibrio tasmaniensis,NoInf
1.136.O.,Vibrio vulnificus,NoInf
1.137.O.,Aliivibrio fischeri,NoInf
1.137.O.,Enterovibrio norvegicus,NoInf
1.137.O.,Shewanella sp. 10N.6,NoInf
1.137.O.,Shewanella sp. 10N.7,NoInf
1.137.O.,Vibrio alginolyticus,NoInf
1.137.O.,Vibrio anguillarum,NoInf
1.137.O.,Vibrio breoganii,NoInf
1.137.O.,Vibrio cyclitrophicus,NoInf
1.137.O.,Vibrio jasicida,NoInf
1.137.O.,Vibrio kanaloae,NoInf
1.137.O.,Vibrio lentus,Inf
1.137.O.,Vibrio parahaemolyticus,NoInf
1.137.O.,Vibrio sp. 10N.1,NoInf
1.137.O.,Vibrio sp. 10N.2,NoInf
1.137.O.,Vibrio sp. 10N.3,NoInf
1.137.O.,Vibrio sp. 10N.4,NoInf
1.137.O.,Vibrio sp. 10N.5,NoInf
1.137.O.,Vibrio sp. F12,NoInf
1.137.O.,Vibrio sp. F13,NoInf
1.137.O.,Vibrio splendidus,NoInf
1.137.O.,Vibrio tasmaniensis,NoInf
1.137.O.,Vibrio vulnificus,NoInf
1.138.O.,Aliivibrio fischeri,NoInf
1.138.O.,Enterovibrio norvegicus,NoInf
1.138.O.,Shewanella sp. 10N.6,NoInf
1.138.O.,Shewanella sp. 10N.7,NoInf
1.138.O.,Vibrio alginolyticus,NoInf
1.138.O.,Vibrio anguillarum,NoInf
1.138.O.,Vibrio breoganii,NoInf
1.138.O.,Vibrio cyclitrophicus,NoInf
1.138.O.,Vibrio jasicida,NoInf
1.138.O.,Vibrio kanaloae,NoInf
1.138.O.,Vibrio lentus,Inf
1.138.O.,Vibrio parahaemolyticus,NoInf
1.138.O.,Vibrio sp. 10N.1,NoInf
1.138.O.,Vibrio sp. 10N.2,NoInf
1.138.O.,Vibrio sp. 10N.3,NoInf
1.138.O.,Vibrio sp. 10N.4,NoInf
1.138.O.,Vibrio sp. 10N.5,NoInf
1.138.O.,Vibrio sp. F12,NoInf
1.138.O.,Vibrio sp. F13,NoInf
1.138.O.,Vibrio splendidus,NoInf
1.138.O.,Vibrio tasmaniensis,NoInf
1.138.O.,Vibrio vulnificus,NoInf
1.139.B.,Aliivibrio fischeri,NoInf
1.139.B.,Enterovibrio norvegicus,Inf
1.139.B.,Shewanella sp. 10N.6,NoInf
1.139.B.,Shewanella sp. 10N.7,NoInf
1.139.B.,Vibrio alginolyticus,NoInf
1.139.B.,Vibrio anguillarum,NoInf
1.139.B.,Vibrio breoganii,Inf
1.139.B.,Vibrio cyclitrophicus,NoInf
1.139.B.,Vibrio jasicida,NoInf
1.139.B.,Vibrio kanaloae,NoInf
1.139.B.,Vibrio lentus,NoInf
1.139.B.,Vibrio parahaemolyticus,NoInf
1.139.B.,Vibrio sp. 10N.1,NoInf
1.139.B.,Vibrio sp. 10N.2,NoInf
1.139.B.,Vibrio sp. 10N.3,NoInf
1.139.B.,Vibrio sp. 10N.4,NoInf
1.139.B.,Vibrio sp. 10N.5,NoInf
1.139.B.,Vibrio sp. F12,NoInf
1.139.B.,Vibrio sp. F13,NoInf
1.139.B.,Vibrio splendidus,NoInf
1.139.B.,Vibrio tasmaniensis,NoInf
1.139.B.,Vibrio vulnificus,NoInf
1.141.A.,Aliivibrio fischeri,NoInf
1.141.A.,Enterovibrio norvegicus,NoInf
1.141.A.,Shewanella sp. 10N.6,NoInf
1.141.A.,Shewanella sp. 10N.7,NoInf
1.141.A.,Vibrio alginolyticus,NoInf
1.141.A.,Vibrio anguillarum,NoInf
1.141.A.,Vibrio breoganii,NoInf
1.141.A.,Vibrio cyclitrophicus,Inf
1.141.A.,Vibrio jasicida,NoInf
1.141.A.,Vibrio kanaloae,Inf
1.141.A.,Vibrio lentus,Inf
1.141.A.,Vibrio parahaemolyticus,NoInf
1.141.A.,Vibrio sp. 10N.1,NoInf
1.141.A.,Vibrio sp. 10N.2,NoInf
1.141.A.,Vibrio sp. 10N.3,NoInf
1.141.A.,Vibrio sp. 10N.4,NoInf
1.141.A.,Vibrio sp. 10N.5,NoInf
1.141.A.,Vibrio sp. F12,Inf
1.141.A.,Vibrio sp. F13,NoInf
1.141.A.,Vibrio splendidus,Inf
1.141.A.,Vibrio tasmaniensis,NoInf
1.141.A.,Vibrio vulnificus,NoInf
1.142.O.,Aliivibrio fischeri,NoInf
1.142.O.,Enterovibrio norvegicus,NoInf
1.142.O.,Shewanella sp. 10N.6,NoInf
1.142.O.,Shewanella sp. 10N.7,NoInf
1.142.O.,Vibrio alginolyticus,NoInf
1.142.O.,Vibrio anguillarum,NoInf
1.142.O.,Vibrio breoganii,NoInf
1.142.O.,Vibrio cyclitrophicus,NoInf
1.142.O.,Vibrio jasicida,NoInf
1.142.O.,Vibrio kanaloae,NoInf
1.142.O.,Vibrio lentus,NoInf
1.142.O.,Vibrio parahaemolyticus,NoInf
1.142.O.,Vibrio sp. 10N.1,Inf
1.142.O.,Vibrio sp. 10N.2,NoInf
1.142.O.,Vibrio sp. 10N.3,NoInf
1.142.O.,Vibrio sp. 10N.4,NoInf
1.142.O.,Vibrio sp. 10N.5,NoInf
1.142.O.,Vibrio sp. F12,NoInf
1.142.O.,Vibrio sp. F13,NoInf
1.142.O.,Vibrio splendidus,NoInf
1.142.O.,Vibrio tasmaniensis,NoInf
1.142.O.,Vibrio vulnificus,NoInf
1.143.O.,Aliivibrio fischeri,NoInf
1.143.O.,Enterovibrio norvegicus,NoInf
1.143.O.,Shewanella sp. 10N.6,NoInf
1.143.O.,Shewanella sp. 10N.7,NoInf
1.143.O.,Vibrio alginolyticus,NoInf
1.143.O.,Vibrio anguillarum,NoInf
1.143.O.,Vibrio breoganii,NoInf
1.143.O.,Vibrio cyclitrophicus,NoInf
1.143.O.,Vibrio jasicida,NoInf
1.143.O.,Vibrio kanaloae,NoInf
1.143.O.,Vibrio lentus,Inf
1.143.O.,Vibrio parahaemolyticus,NoInf
1.143.O.,Vibrio sp. 10N.1,NoInf
1.143.O.,Vibrio sp. 10N.2,NoInf
1.143.O.,Vibrio sp. 10N.3,NoInf
1.143.O.,Vibrio sp. 10N.4,NoInf
1.143.O.,Vibrio sp. 10N.5,NoInf
1.143.O.,Vibrio sp. F12,NoInf
