	host	virus	Infection
1442	S. xylosus	PG-2021_59	0
1443	S. xylosus	PG-2021_28	0
1444	S. xylosus	PG-2021_27	0
1445	S. xylosus	PG-2021_46	0
1446	S. xylosus	PG-2021_33	1
1447	S. xylosus	PG-2021_31	1
1448	S. xylosus	PG-2021_32	1
1449	S. xylosus	PG-2021_76	1
1450	S. xylosus	PG-2021_42	1
1451	S. xylosus	PG-2021_12	1
1452	S. xylosus	PG-2021_14	1
1453	S. xylosus	PG-2021_23	1
1454	S. xylosus	PG-2021_24	1
1455	S. xylosus	PG-2021_40	1
1456	S. xylosus	PG-2021_39	1
1457	S. xylosus	PG-2021_41	1
1458	S. xylosus	PG-2021_26	0
1459	S. xylosus	PG-2021_11	1
1460	S. xylosus	PG-2021_13	1
1461	S. xylosus	PG-2021_43	1
1462	S. xylosus	PG-2021_22	1
1463	S. xylosus	PG-2021_4	0
1464	S. xylosus	PG-2021_68	0
1465	S. xylosus	PG-2021_52	0
1466	S. xylosus	PG-2021_67	0
1467	S. xylosus	PG-2021_6	0
1468	S. xylosus	PG-2021_90	0
1469	S. xylosus	PG-2021_94	0
1470	S. xylosus	PG-2021_93	0
1471	S. xylosus	PG-2021_89	0
1472	S. saprophyticus	PG-2021_9	0
1473	S. saprophyticus	PG-2021_38	1
1474	S. saprophyticus	PG-2021_16	0
1475	S. saprophyticus	PG-2021_84	0
1476	S. saprophyticus	PG-2021_15	0
1477	S. saprophyticus	PG-2021_45	0
1478	S. saprophyticus	PG-2021_17	0
1479	S. saprophyticus	PG-2021_10	0
1480	S. saprophyticus	PG-2021_86	0
1481	S. saprophyticus	PG-2021_85	0
1482	S. saprophyticus	PG-2021_48	0
1483	S. saprophyticus	PG-2021_2	0
1484	S. saprophyticus	PG-2021_29	0
1485	S. saprophyticus	PG-2021_87	0
1486	S. saprophyticus	PG-2021_8	0
1487	S. saprophyticus	PG-2021_64	0
1488	S. saprophyticus	PG-2021_47	0
1489	S. saprophyticus	PG-2021_34	0
1490	S. saprophyticus	PG-2021_20	0
1491	S. saprophyticus	PG-2021_49	0
1492	S. saprophyticus	PG-2021_18	0
1493	S. saprophyticus	PG-2021_21	0
1494	S. saprophyticus	PG-2021_30	0
1495	S. saprophyticus	PG-2021_35	0
1496	S. saprophyticus	PG-2021_36	0
1497	S. saprophyticus	PG-2021_69	0
1498	S. saprophyticus	PG-2021_58	0
1499	S. saprophyticus	PG-2021_57	0
1500	S. saprophyticus	PG-2021_65	0
1501	S. saprophyticus	PG-2021_81	0
1502	S. saprophyticus	PG-2021_83	0
1503	S. saprophyticus	PG-2021_66	0
1504	S. saprophyticus	PG-2021_56	0
1505	S. saprophyticus	PG-2021_71	0
1506	S. saprophyticus	PG-2021_1	0
1507	S. saprophyticus	PG-2021_62	0
1508	S. saprophyticus	PG-2021_75	0
1509	S. saprophyticus	PG-2021_61	0
1510	S. saprophyticus	PG-2021_79	0
1511	S. saprophyticus	PG-2021_60	0
1512	S. saprophyticus	PG-2021_5	0
1513	S. saprophyticus	PG-2021_74	0
1514	S. saprophyticus	PG-2021_88	0
1515	S. saprophyticus	PG-2021_82	0
1516	S. saprophyticus	PG-2021_44	0
1517	S. saprophyticus	PG-2021_80	0
1518	S. saprophyticus	PG-2021_54	0
1519	S. saprophyticus	PG-2021_63	0
1520	S. saprophyticus	PG-2021_73	0
1521	S. saprophyticus	PG-2021_72	0
1522	S. saprophyticus	PG-2021_7	0
1523	S. saprophyticus	PG-2021_25	0
1524	S. saprophyticus	PG-2021_19	0
1525	S. saprophyticus	PG-2021_78	0
1526	S. saprophyticus	PG-2021_3	0
1527	S. saprophyticus	PG-2021_77	0
1528	S. saprophyticus	PG-2021_37	0
1529	S. saprophyticus	PG-2021_53	0
1530	S. saprophyticus	PG-2021_70	0
1531	S. saprophyticus	PG-2021_55	0
1532	S. saprophyticus	PG-2021_50	0
1533	S. saprophyticus	PG-2021_51	0
1534	S. saprophyticus	PG-2021_59	0
1535	S. saprophyticus	PG-2021_28	0
1536	S. saprophyticus	PG-2021_27	1
1537	S. saprophyticus	PG-2021_46	0
1538	S. saprophyticus	PG-2021_33	0
1539	S. saprophyticus	PG-2021_31	0
1540	S. saprophyticus	PG-2021_32	0
1541	S. saprophyticus	PG-2021_76	0
1542	S. saprophyticus	PG-2021_42	0
1543	S. saprophyticus	PG-2021_12	0
1544	S. saprophyticus	PG-2021_14	0
1545	S. saprophyticus	PG-2021_23	0
1546	S. saprophyticus	PG-2021_24	0
1547	S. saprophyticus	PG-2021_40	0
1548	S. saprophyticus	PG-2021_39	0
1549	S. saprophyticus	PG-2021_41	0
1550	S. saprophyticus	PG-2021_26	0
1551	S. saprophyticus	PG-2021_11	0
1552	S. saprophyticus	PG-2021_13	0
1553	S. saprophyticus	PG-2021_43	0
1554	S. saprophyticus	PG-2021_22	0
1555	S. saprophyticus	PG-2021_4	0
1556	S. saprophyticus	PG-2021_68	0
1557	S. saprophyticus	PG-2021_52	0
1558	S. saprophyticus	PG-2021_67	0
1559	S. saprophyticus	PG-2021_6	0
1560	S. saprophyticus	PG-2021_90	0
1561	S. saprophyticus	PG-2021_94	0
1562	S. saprophyticus	PG-2021_93	0
1563	S. saprophyticus	PG-2021_89	0
1564	S. hyicus	PG-2021_9	0
1565	S. hyicus	PG-2021_38	0
1566	S. hyicus	PG-2021_16	0
1567	S. hyicus	PG-2021_84	0
1568	S. hyicus	PG-2021_15	1
1569	S. hyicus	PG-2021_45	0
1570	S. hyicus	PG-2021_17	1
1571	S. hyicus	PG-2021_10	0
1572	S. hyicus	PG-2021_86	1
1573	S. hyicus	PG-2021_85	1
1574	S. hyicus	PG-2021_48	1
1575	S. hyicus	PG-2021_2	0
1576	S. hyicus	PG-2021_29	1
1577	S. hyicus	PG-2021_87	0
1578	S. hyicus	PG-2021_8	1
1579	S. hyicus	PG-2021_64	1
1580	S. hyicus	PG-2021_47	0
1581	S. hyicus	PG-2021_34	1
1582	S. hyicus	PG-2021_20	0
1583	S. hyicus	PG-2021_49	0
1584	S. hyicus	PG-2021_18	0
1585	S. hyicus	PG-2021_21	0
1586	S. hyicus	PG-2021_30	0
1587	S. hyicus	PG-2021_35	0
1588	S. hyicus	PG-2021_36	0
1589	S. hyicus	PG-2021_69	0
1590	S. hyicus	PG-2021_58	0
1591	S. hyicus	PG-2021_57	0
1592	S. hyicus	PG-2021_65	0
1593	S. hyicus	PG-2021_81	0
1594	S. hyicus	PG-2021_83	0
1595	S. hyicus	PG-2021_66	0
1596	S. hyicus	PG-2021_56	0
1597	S. hyicus	PG-2021_71	0
1598	S. hyicus	PG-2021_1	0
1599	S. hyicus	PG-2021_62	0
1600	S. hyicus	PG-2021_75	0
1601	S. hyicus	PG-2021_61	0
1602	S. hyicus	PG-2021_79	0
1603	S. hyicus	PG-2021_60	0
1604	S. hyicus	PG-2021_5	0
1605	S. hyicus	PG-2021_74	0
1606	S. hyicus	PG-2021_88	0
1607	S. hyicus	PG-2021_82	0
1608	S. hyicus	PG-2021_44	0
1609	S. hyicus	PG-2021_80	0
1610	S. hyicus	PG-2021_54	0
1611	S. hyicus	PG-2021_63	0
1612	S. hyicus	PG-2021_73	0
1613	S. hyicus	PG-2021_72	0
1614	S. hyicus	PG-2021_7	1
1615	S. hyicus	PG-2021_25	0
1616	S. hyicus	PG-2021_19	0
1617	S. hyicus	PG-2021_78	0
1618	S. hyicus	PG-2021_3	0
1619	S. hyicus	PG-2021_77	0
1620	S. hyicus	PG-2021_37	0
1621	S. hyicus	PG-2021_53	0
1622	S. hyicus	PG-2021_70	0
1623	S. hyicus	PG-2021_55	0
1624	S. hyicus	PG-2021_50	0
1625	S. hyicus	PG-2021_51	0
1626	S. hyicus	PG-2021_59	0
1627	S. hyicus	PG-2021_28	0
1628	S. hyicus	PG-2021_27	0
1629	S. hyicus	PG-2021_46	0
1630	S. hyicus	PG-2021_33	0
1631	S. hyicus	PG-2021_31	0
1632	S. hyicus	PG-2021_32	0
1633	S. hyicus	PG-2021_76	0
1634	S. hyicus	PG-2021_42	0
1635	S. hyicus	PG-2021_12	0
1636	S. hyicus	PG-2021_14	0
1637	S. hyicus	PG-2021_23	0
1638	S. hyicus	PG-2021_24	0
1639	S. hyicus	PG-2021_40	0
1640	S. hyicus	PG-2021_39	0
1641	S. hyicus	PG-2021_41	0
1642	S. hyicus	PG-2021_26	0
1643	S. hyicus	PG-2021_11	0
1644	S. hyicus	PG-2021_13	0
1645	S. hyicus	PG-2021_43	0
1646	S. hyicus	PG-2021_22	0
1647	S. hyicus	PG-2021_4	0
1648	S. hyicus	PG-2021_68	0
1649	S. hyicus	PG-2021_52	0
1650	S. hyicus	PG-2021_67	0
1651	S. hyicus	PG-2021_6	0
1652	S. hyicus	PG-2021_90	0
1653	S. hyicus	PG-2021_94	0
1654	S. hyicus	PG-2021_93	0
1655	S. hyicus	PG-2021_89	0
1656	S. pseudintermedius	PG-2021_9	0
1657	S. pseudintermedius	PG-2021_38	0
1658	S. pseudintermedius	PG-2021_16	0
1659	S. pseudintermedius	PG-2021_84	0
1660	S. pseudintermedius	PG-2021_15	0
1661	S. pseudintermedius	PG-2021_45	0
1662	S. pseudintermedius	PG-2021_17	1
1663	S. pseudintermedius	PG-2021_10	0
1664	S. pseudintermedius	PG-2021_86	0
1665	S. pseudintermedius	PG-2021_85	0
1666	S. pseudintermedius	PG-2021_48	0
1667	S. pseudintermedius	PG-2021_2	0
1668	S. pseudintermedius	PG-2021_29	0
1669	S. pseudintermedius	PG-2021_87	0
1670	S. pseudintermedius	PG-2021_8	0
1671	S. pseudintermedius	PG-2021_64	0
1672	S. pseudintermedius	PG-2021_47	0
1673	S. pseudintermedius	PG-2021_34	0
1674	S. pseudintermedius	PG-2021_20	0
1675	S. pseudintermedius	PG-2021_49	0
1676	S. pseudintermedius	PG-2021_18	0
1677	S. pseudintermedius	PG-2021_21	0
1678	S. pseudintermedius	PG-2021_30	0
1679	S. pseudintermedius	PG-2021_35	0
1680	S. pseudintermedius	PG-2021_36	0
1681	S. pseudintermedius	PG-2021_69	0
1682	S. pseudintermedius	PG-2021_58	0
1683	S. pseudintermedius	PG-2021_57	0
1684	S. pseudintermedius	PG-2021_65	0
1685	S. pseudintermedius	PG-2021_81	0
1686	S. pseudintermedius	PG-2021_83	0
1687	S. pseudintermedius	PG-2021_66	0
1688	S. pseudintermedius	PG-2021_56	0
1689	S. pseudintermedius	PG-2021_71	0
1690	S. pseudintermedius	PG-2021_1	0
1691	S. pseudintermedius	PG-2021_62	0
1692	S. pseudintermedius	PG-2021_75	0
1693	S. pseudintermedius	PG-2021_61	0
1694	S. pseudintermedius	PG-2021_79	0
1695	S. pseudintermedius	PG-2021_60	0
1696	S. pseudintermedius	PG-2021_5	0
1697	S. pseudintermedius	PG-2021_74	0
1698	S. pseudintermedius	PG-2021_88	0
1699	S. pseudintermedius	PG-2021_82	0
1700	S. pseudintermedius	PG-2021_44	0
1701	S. pseudintermedius	PG-2021_80	0
1702	S. pseudintermedius	PG-2021_54	0
1703	S. pseudintermedius	PG-2021_63	0
1704	S. pseudintermedius	PG-2021_73	0
1705	S. pseudintermedius	PG-2021_72	0
1706	S. pseudintermedius	PG-2021_7	0
1707	S. pseudintermedius	PG-2021_25	0
1708	S. pseudintermedius	PG-2021_19	0
1709	S. pseudintermedius	PG-2021_78	0
1710	S. pseudintermedius	PG-2021_3	0
1711	S. pseudintermedius	PG-2021_77	0
1712	S. pseudintermedius	PG-2021_37	0
1713	S. pseudintermedius	PG-2021_53	0
1714	S. pseudintermedius	PG-2021_70	0
1715	S. pseudintermedius	PG-2021_55	0
1716	S. pseudintermedius	PG-2021_50	0
1717	S. pseudintermedius	PG-2021_51	0
1718	S. pseudintermedius	PG-2021_59	0
1719	S. pseudintermedius	PG-2021_28	0
1720	S. pseudintermedius	PG-2021_27	0
1721	S. pseudintermedius	PG-2021_46	0
1722	S. pseudintermedius	PG-2021_33	0
1723	S. pseudintermedius	PG-2021_31	0
1724	S. pseudintermedius	PG-2021_32	0
1725	S. pseudintermedius	PG-2021_76	0
1726	S. pseudintermedius	PG-2021_42	0
1727	S. pseudintermedius	PG-2021_12	0
1728	S. pseudintermedius	PG-2021_14	0
1729	S. pseudintermedius	PG-2021_23	0
1730	S. pseudintermedius	PG-2021_24	0
1731	S. pseudintermedius	PG-2021_40	0
1732	S. pseudintermedius	PG-2021_39	0
1733	S. pseudintermedius	PG-2021_41	0
1734	S. pseudintermedius	PG-2021_26	0
1735	S. pseudintermedius	PG-2021_11	0
1736	S. pseudintermedius	PG-2021_13	0
1737	S. pseudintermedius	PG-2021_43	0
1738	S. pseudintermedius	PG-2021_22	0
1739	S. pseudintermedius	PG-2021_4	0
1740	S. pseudintermedius	PG-2021_68	0
1741	S. pseudintermedius	PG-2021_52	0
1742	S. pseudintermedius	PG-2021_67	0
1743	S. pseudintermedius	PG-2021_6	0
1744	S. pseudintermedius	PG-2021_90	0
1745	S. pseudintermedius	PG-2021_94	0
1746	S. pseudintermedius	PG-2021_93	0
1747	S. pseudintermedius	PG-2021_89	0
1748	S. auricularis	PG-2021_9	0
1749	S. auricularis	PG-2021_38	0
1750	S. auricularis	PG-2021_16	0
1751	S. auricularis	PG-2021_84	0
1752	S. auricularis	PG-2021_15	0
1753	S. auricularis	PG-2021_45	0
1754	S. auricularis	PG-2021_17	1
1755	S. auricularis	PG-2021_10	0
1756	S. auricularis	PG-2021_86	1
1757	S. auricularis	PG-2021_85	0
1758	S. auricularis	PG-2021_48	0
1759	S. auricularis	PG-2021_2	0
1760	S. auricularis	PG-2021_29	0
1761	S. auricularis	PG-2021_87	0
1762	S. auricularis	PG-2021_8	1
1763	S. auricularis	PG-2021_64	1
1764	S. auricularis	PG-2021_47	0
1765	S. auricularis	PG-2021_34	1
1766	S. auricularis	PG-2021_20	0
1767	S. auricularis	PG-2021_49	0
1768	S. auricularis	PG-2021_18	0
1769	S. auricularis	PG-2021_21	0
1770	S. auricularis	PG-2021_30	0
1771	S. auricularis	PG-2021_35	0
1772	S. auricularis	PG-2021_36	0
1773	S. auricularis	PG-2021_69	0
1774	S. auricularis	PG-2021_58	0
1775	S. auricularis	PG-2021_57	0
1776	S. auricularis	PG-2021_65	0
1777	S. auricularis	PG-2021_81	0
1778	S. auricularis	PG-2021_83	0
1779	S. auricularis	PG-2021_66	0
1780	S. auricularis	PG-2021_56	0
1781	S. auricularis	PG-2021_71	0
1782	S. auricularis	PG-2021_1	0
1783	S. auricularis	PG-2021_62	0
1784	S. auricularis	PG-2021_75	0
1785	S. auricularis	PG-2021_61	0
1786	S. auricularis	PG-2021_79	0
1787	S. auricularis	PG-2021_60	0
1788	S. auricularis	PG-2021_5	0
1789	S. auricularis	PG-2021_74	0
1790	S. auricularis	PG-2021_88	0
1791	S. auricularis	PG-2021_82	0
1792	S. auricularis	PG-2021_44	0
1793	S. auricularis	PG-2021_80	0
1794	S. auricularis	PG-2021_54	0
1795	S. auricularis	PG-2021_63	0
1796	S. auricularis	PG-2021_73	0
1797	S. auricularis	PG-2021_72	0
1798	S. auricularis	PG-2021_7	1
1799	S. auricularis	PG-2021_25	0
1800	S. auricularis	PG-2021_19	0
1801	S. auricularis	PG-2021_78	0
1802	S. auricularis	PG-2021_3	0
1803	S. auricularis	PG-2021_77	0
1804	S. auricularis	PG-2021_37	0
1805	S. auricularis	PG-2021_53	0
1806	S. auricularis	PG-2021_70	0
1807	S. auricularis	PG-2021_55	0
1808	S. auricularis	PG-2021_50	0
1809	S. auricularis	PG-2021_51	0
1810	S. auricularis	PG-2021_59	0
1811	S. auricularis	PG-2021_28	0
1812	S. auricularis	PG-2021_27	0
1813	S. auricularis	PG-2021_46	0
1814	S. auricularis	PG-2021_33	0
1815	S. auricularis	PG-2021_31	0
1816	S. auricularis	PG-2021_32	0
1817	S. auricularis	PG-2021_76	0
1818	S. auricularis	PG-2021_42	0
1819	S. auricularis	PG-2021_12	0
1820	S. auricularis	PG-2021_14	0
1821	S. auricularis	PG-2021_23	0
1822	S. auricularis	PG-2021_24	0
1823	S. auricularis	PG-2021_40	0
1824	S. auricularis	PG-2021_39	0
1825	S. auricularis	PG-2021_41	0
1826	S. auricularis	PG-2021_26	0
1827	S. auricularis	PG-2021_11	0
1828	S. auricularis	PG-2021_13	0
1829	S. auricularis	PG-2021_43	0
1830	S. auricularis	PG-2021_22	0
1831	S. auricularis	PG-2021_4	0
1832	S. auricularis	PG-2021_68	0
1833	S. auricularis	PG-2021_52	0
1834	S. auricularis	PG-2021_67	0
1835	S. auricularis	PG-2021_6	0
1836	S. auricularis	PG-2021_90	0
1837	S. auricularis	PG-2021_94	0
1838	S. auricularis	PG-2021_93	0
1839	S. auricularis	PG-2021_89	0
1840	S. pettenkoferi	PG-2021_9	0
1841	S. pettenkoferi	PG-2021_38	0
1842	S. pettenkoferi	PG-2021_16	0
1843	S. pettenkoferi	PG-2021_84	0
1844	S. pettenkoferi	PG-2021_15	0
1845	S. pettenkoferi	PG-2021_45	0
1846	S. pettenkoferi	PG-2021_17	1
1847	S. pettenkoferi	PG-2021_10	0
1848	S. pettenkoferi	PG-2021_86	0
1849	S. pettenkoferi	PG-2021_85	0
1850	S. pettenkoferi	PG-2021_48	0
1851	S. pettenkoferi	PG-2021_2	0
1852	S. pettenkoferi	PG-2021_29	0
1853	S. pettenkoferi	PG-2021_87	0
1854	S. pettenkoferi	PG-2021_8	1
1855	S. pettenkoferi	PG-2021_64	1
1856	S. pettenkoferi	PG-2021_47	0
1857	S. pettenkoferi	PG-2021_34	0
1858	S. pettenkoferi	PG-2021_20	1
1859	S. pettenkoferi	PG-2021_49	0
1860	S. pettenkoferi	PG-2021_18	0
1861	S. pettenkoferi	PG-2021_21	1
1862	S. pettenkoferi	PG-2021_30	0
1863	S. pettenkoferi	PG-2021_35	0
1864	S. pettenkoferi	PG-2021_36	0
1865	S. pettenkoferi	PG-2021_69	1
1866	S. pettenkoferi	PG-2021_58	1
1867	S. pettenkoferi	PG-2021_57	0
1868	S. pettenkoferi	PG-2021_65	1
1869	S. pettenkoferi	PG-2021_81	1
1870	S. pettenkoferi	PG-2021_83	0
1871	S. pettenkoferi	PG-2021_66	0
1872	S. pettenkoferi	PG-2021_56	1
1873	S. pettenkoferi	PG-2021_71	0
1874	S. pettenkoferi	PG-2021_1	1
1875	S. pettenkoferi	PG-2021_62	1
1876	S. pettenkoferi	PG-2021_75	0
1877	S. pettenkoferi	PG-2021_61	1
1878	S. pettenkoferi	PG-2021_79	1
1879	S. pettenkoferi	PG-2021_60	1
1880	S. pettenkoferi	PG-2021_5	0
1881	S. pettenkoferi	PG-2021_74	0
1882	S. pettenkoferi	PG-2021_88	0
1883	S. pettenkoferi	PG-2021_82	0
1884	S. pettenkoferi	PG-2021_44	0
1885	S. pettenkoferi	PG-2021_80	1
1886	S. pettenkoferi	PG-2021_54	1
1887	S. pettenkoferi	PG-2021_63	0
1888	S. pettenkoferi	PG-2021_73	1
1889	S. pettenkoferi	PG-2021_72	0
1890	S. pettenkoferi	PG-2021_7	0
1891	S. pettenkoferi	PG-2021_25	0
1892	S. pettenkoferi	PG-2021_19	0
1893	S. pettenkoferi	PG-2021_78	0
1894	S. pettenkoferi	PG-2021_3	0
1895	S. pettenkoferi	PG-2021_77	0
1896	S. pettenkoferi	PG-2021_37	1
1897	S. pettenkoferi	PG-2021_53	0
1898	S. pettenkoferi	PG-2021_70	0
1899	S. pettenkoferi	PG-2021_55	0
1900	S. pettenkoferi	PG-2021_50	0
1901	S. pettenkoferi	PG-2021_51	0
1902	S. pettenkoferi	PG-2021_59	0
1903	S. pettenkoferi	PG-2021_28	0
1904	S. pettenkoferi	PG-2021_27	0
1905	S. pettenkoferi	PG-2021_46	0
1906	S. pettenkoferi	PG-2021_33	0
1907	S. pettenkoferi	PG-2021_31	0
1908	S. pettenkoferi	PG-2021_32	0
1909	S. pettenkoferi	PG-2021_76	0
1910	S. pettenkoferi	PG-2021_42	0
1911	S. pettenkoferi	PG-2021_12	0
1912	S. pettenkoferi	PG-2021_14	0
1913	S. pettenkoferi	PG-2021_23	0
1914	S. pettenkoferi	PG-2021_24	0
1915	S. pettenkoferi	PG-2021_40	0
1916	S. pettenkoferi	PG-2021_39	0
1917	S. pettenkoferi	PG-2021_41	0
1918	S. pettenkoferi	PG-2021_26	0
1919	S. pettenkoferi	PG-2021_11	0
1920	S. pettenkoferi	PG-2021_13	0
1921	S. pettenkoferi	PG-2021_43	0
1922	S. pettenkoferi	PG-2021_22	0
1923	S. pettenkoferi	PG-2021_4	0
1924	S. pettenkoferi	PG-2021_68	0
1925	S. pettenkoferi	PG-2021_52	0
1926	S. pettenkoferi	PG-2021_67	0
1927	S. pettenkoferi	PG-2021_6	0
1928	S. pettenkoferi	PG-2021_90	0
1929	S. pettenkoferi	PG-2021_94	0
1930	S. pettenkoferi	PG-2021_93	0
1931	S. pettenkoferi	PG-2021_89	0
1932	S. haemolyticus	PG-2021_9	0
1933	S. haemolyticus	PG-2021_38	0
1934	S. haemolyticus	PG-2021_16	0
1935	S. haemolyticus	PG-2021_84	0
1936	S. haemolyticus	PG-2021_15	0
1937	S. haemolyticus	PG-2021_45	0
1938	S. haemolyticus	PG-2021_17	0
1939	S. haemolyticus	PG-2021_10	0
1940	S. haemolyticus	PG-2021_86	0
1941	S. haemolyticus	PG-2021_85	0
1942	S. haemolyticus	PG-2021_48	0
1943	S. haemolyticus	PG-2021_2	0
1944	S. haemolyticus	PG-2021_29	0
1945	S. haemolyticus	PG-2021_87	0
1946	S. haemolyticus	PG-2021_8	0
1947	S. haemolyticus	PG-2021_64	0
1948	S. haemolyticus	PG-2021_47	0
1949	S. haemolyticus	PG-2021_34	0
1950	S. haemolyticus	PG-2021_20	1
1951	S. haemolyticus	PG-2021_49	0
1952	S. haemolyticus	PG-2021_18	0
1953	S. haemolyticus	PG-2021_21	1
1954	S. haemolyticus	PG-2021_30	0
1955	S. haemolyticus	PG-2021_35	0
1956	S. haemolyticus	PG-2021_36	0
1957	S. haemolyticus	PG-2021_69	0
1958	S. haemolyticus	PG-2021_58	0
1959	S. haemolyticus	PG-2021_57	0
1960	S. haemolyticus	PG-2021_65	0
1961	S. haemolyticus	PG-2021_81	0
1962	S. haemolyticus	PG-2021_83	0
1963	S. haemolyticus	PG-2021_66	0
1964	S. haemolyticus	PG-2021_56	0
1965	S. haemolyticus	PG-2021_71	0
1966	S. haemolyticus	PG-2021_1	0
1967	S. haemolyticus	PG-2021_62	0
1968	S. haemolyticus	PG-2021_75	0
1969	S. haemolyticus	PG-2021_61	0
1970	S. haemolyticus	PG-2021_79	0
1971	S. haemolyticus	PG-2021_60	0
1972	S. haemolyticus	PG-2021_5	0
1973	S. haemolyticus	PG-2021_74	0
1974	S. haemolyticus	PG-2021_88	0
1975	S. haemolyticus	PG-2021_82	0
1976	S. haemolyticus	PG-2021_44	1
1977	S. haemolyticus	PG-2021_80	0
1978	S. haemolyticus	PG-2021_54	0
1979	S. haemolyticus	PG-2021_63	0
1980	S. haemolyticus	PG-2021_73	0
1981	S. haemolyticus	PG-2021_72	0
1982	S. haemolyticus	PG-2021_7	0
1983	S. haemolyticus	PG-2021_25	1
1984	S. haemolyticus	PG-2021_19	1
1985	S. haemolyticus	PG-2021_78	0
1986	S. haemolyticus	PG-2021_3	1
1987	S. haemolyticus	PG-2021_77	1
1988	S. haemolyticus	PG-2021_37	1
1989	S. haemolyticus	PG-2021_53	1
1990	S. haemolyticus	PG-2021_70	0
1991	S. haemolyticus	PG-2021_55	0
1992	S. haemolyticus	PG-2021_50	0
1993	S. haemolyticus	PG-2021_51	0
1994	S. haemolyticus	PG-2021_59	0
1995	S. haemolyticus	PG-2021_28	0
1996	S. haemolyticus	PG-2021_27	0
1997	S. haemolyticus	PG-2021_46	1
1998	S. haemolyticus	PG-2021_33	0
1999	S. haemolyticus	PG-2021_31	0
2000	S. haemolyticus	PG-2021_32	0
2001	S. haemolyticus	PG-2021_76	0
2002	S. haemolyticus	PG-2021_42	1
2003	S. haemolyticus	PG-2021_12	0
2004	S. haemolyticus	PG-2021_14	0
2005	S. haemolyticus	PG-2021_23	0
2006	S. haemolyticus	PG-2021_24	0
2007	S. haemolyticus	PG-2021_40	0
2008	S. haemolyticus	PG-2021_39	0
2009	S. haemolyticus	PG-2021_41	1
2010	S. haemolyticus	PG-2021_26	0
2011	S. haemolyticus	PG-2021_11	1
2012	S. haemolyticus	PG-2021_13	1
2013	S. haemolyticus	PG-2021_43	1
2014	S. haemolyticus	PG-2021_22	1
2015	S. haemolyticus	PG-2021_4	0
2016	S. haemolyticus	PG-2021_68	0
2017	S. haemolyticus	PG-2021_52	0
2018	S. haemolyticus	PG-2021_67	0
2019	S. haemolyticus	PG-2021_6	0
2020	S. haemolyticus	PG-2021_90	0
2021	S. haemolyticus	PG-2021_94	0
2022	S. haemolyticus	PG-2021_93	0
2023	S. haemolyticus	PG-2021_89	0
2024	S. caprae	PG-2021_9	0
2025	S. caprae	PG-2021_38	0
2026	S. caprae	PG-2021_16	0
2027	S. caprae	PG-2021_84	0
2028	S. caprae	PG-2021_15	0
2029	S. caprae	PG-2021_45	0
2030	S. caprae	PG-2021_17	0
2031	S. caprae	PG-2021_10	0
2032	S. caprae	PG-2021_86	0
2033	S. caprae	PG-2021_85	0
2034	S. caprae	PG-2021_48	0
2035	S. caprae	PG-2021_2	0
2036	S. caprae	PG-2021_29	0
2037	S. caprae	PG-2021_87	0
2038	S. caprae	PG-2021_8	0
2039	S. caprae	PG-2021_64	0
2040	S. caprae	PG-2021_47	0
2041	S. caprae	PG-2021_34	0
2042	S. caprae	PG-2021_20	0
2043	S. caprae	PG-2021_49	0
2044	S. caprae	PG-2021_18	0
2045	S. caprae	PG-2021_21	0
2046	S. caprae	PG-2021_30	0
2047	S. caprae	PG-2021_35	0
2048	S. caprae	PG-2021_36	0
2049	S. caprae	PG-2021_69	0
2050	S. caprae	PG-2021_58	1
2051	S. caprae	PG-2021_57	1
2052	S. caprae	PG-2021_65	0
2053	S. caprae	PG-2021_81	0
2054	S. caprae	PG-2021_83	1
2055	S. caprae	PG-2021_66	0
2056	S. caprae	PG-2021_56	0
2057	S. caprae	PG-2021_71	1
2058	S. caprae	PG-2021_1	0
2059	S. caprae	PG-2021_62	0
2060	S. caprae	PG-2021_75	1
2061	S. caprae	PG-2021_61	0
2062	S. caprae	PG-2021_79	1
2063	S. caprae	PG-2021_60	0
2064	S. caprae	PG-2021_5	1
2065	S. caprae	PG-2021_74	1
2066	S. caprae	PG-2021_88	0
2067	S. caprae	PG-2021_82	1
2068	S. caprae	PG-2021_44	1
2069	S. caprae	PG-2021_80	0
2070	S. caprae	PG-2021_54	0
2071	S. caprae	PG-2021_63	0
2072	S. caprae	PG-2021_73	0
2073	S. caprae	PG-2021_72	1
2074	S. caprae	PG-2021_7	0
2075	S. caprae	PG-2021_25	0
2076	S. caprae	PG-2021_19	0
2077	S. caprae	PG-2021_78	0
2078	S. caprae	PG-2021_3	0
2079	S. caprae	PG-2021_77	0
2080	S. caprae	PG-2021_37	0
2081	S. caprae	PG-2021_53	0
2082	S. caprae	PG-2021_70	1
2083	S. caprae	PG-2021_55	0
2084	S. caprae	PG-2021_50	0
2085	S. caprae	PG-2021_51	0
2086	S. caprae	PG-2021_59	1
2087	S. caprae	PG-2021_28	0
2088	S. caprae	PG-2021_27	0
2089	S. caprae	PG-2021_46	0
2090	S. caprae	PG-2021_33	0
2091	S. caprae	PG-2021_31	0
2092	S. caprae	PG-2021_32	0
2093	S. caprae	PG-2021_76	0
2094	S. caprae	PG-2021_42	0
2095	S. caprae	PG-2021_12	0
2096	S. caprae	PG-2021_14	0
2097	S. caprae	PG-2021_23	0
2098	S. caprae	PG-2021_24	0
