hostname,phagename,infection
Mycobacterium_smegmatis,NC_023703,Inf
Mycobacterium_smegmatis,NC_023701,Inf
Mycobacterium_smegmatis,NC_023686,Inf
Mycobacterium_smegmatis,NC_023563,Inf
Mycobacterium_smegmatis,NC_023554,Inf
Mycobacterium_smegmatis,NC_022983,Inf
Mycobacterium_smegmatis,NC_022063,Inf
Mycobacterium_smegmatis,NC_021310,Inf
Gordonia_terrae,NC_031239,Inf
Gordonia_terrae,NC_031112,Inf
Enterococcus_faecalis,NC_028693,Inf
Mycobacterium_smegmatis,NC_031277,Inf
Mycobacterium_smegmatis,NC_028965,Inf
Mycobacterium_smegmatis,NC_029043,Inf
Mycobacterium_smegmatis,NC_029018,Inf
Mycobacterium_smegmatis,NC_028960,Inf
Mycobacterium_smegmatis,NC_031279,Inf
Mycobacterium_smegmatis,NC_031263,Inf
Mycobacterium_smegmatis,NC_031256,Inf
Mycobacterium_smegmatis,NC_031257,Inf
Mycobacterium_smegmatis,NC_031238,Inf
Mycobacterium_smegmatis,NC_031067,Inf
Gordonia_terrae,NC_031060,Inf
Gordonia_terrae,NC_031031,Inf
Gordonia_terrae,NC_030695,Inf
Gordonia_terrae,NC_030694,Inf
Mycobacterium_smegmatis,NC_029077,Inf
Mycobacterium_smegmatis,NC_029059,Inf
Mycobacterium_smegmatis,NC_028932,Inf
Mycobacterium_smegmatis,NC_028928,Inf
Mycobacterium_smegmatis,NC_028920,Inf
Mycobacterium_smegmatis,NC_028914,Inf
Mycobacterium_smegmatis,NC_028912,Inf
Mycobacterium_smegmatis,NC_028897,Inf
Mycobacterium_smegmatis,NC_028877,Inf
Mycobacterium_smegmatis,NC_028860,Inf
Mycobacterium_smegmatis,NC_028852,Inf
Mycobacterium_smegmatis,NC_028849,Inf
Mycobacterium_smegmatis,NC_028815,Inf
Mycobacterium_smegmatis,NC_028810,Inf
Mycobacterium_smegmatis,NC_028804,Inf
Mycobacterium_smegmatis,NC_028794,Inf
Mycobacterium_smegmatis,NC_028744,Inf
Mycobacterium_smegmatis,NC_028680,Inf
Rhodococcus_erythropolis,NC_028677,Inf
Mycobacterium_smegmatis,NC_026583,Inf
Mycobacterium_smegmatis,NC_024148,Inf
Mycobacterium_smegmatis,NC_024141,Inf
Mycobacterium_smegmatis,NC_023739,Inf
Mycobacterium_smegmatis,NC_023731,Inf
Mycobacterium_smegmatis,NC_023726,Inf
Mycobacterium_smegmatis,NC_023723,Inf
Mycobacterium_smegmatis,NC_023720,Inf
Mycobacterium_smegmatis,NC_023713,Inf
Mycobacterium_smegmatis,NC_023709,Inf
Mycobacterium_smegmatis,NC_023708,Inf
Mycobacterium_smegmatis,NC_023707,Inf
Mycobacterium_smegmatis,NC_023704,Inf
Mycobacterium_smegmatis,NC_023687,Inf
Mycobacterium_smegmatis,NC_023609,Inf
Mycobacterium_smegmatis,NC_023553,Inf
Mycobacterium_smegmatis,NC_023565,Inf
Mycobacterium_smegmatis,NC_023564,Inf
Mycobacterium_smegmatis,NC_023562,Inf
Mycobacterium_smegmatis,NC_022985,Inf
Mycobacterium_smegmatis,NC_022984,Inf
Mycobacterium_smegmatis,NC_022979,Inf
Mycobacterium_smegmatis,NC_022977,Inf
Mycobacterium_smegmatis,NC_022973,Inf
Mycobacterium_smegmatis,NC_022965,Inf
Mycobacterium_smegmatis,NC_022329,Inf
Mycobacterium_smegmatis,NC_022087,Inf
Mycobacterium_smegmatis,NC_022086,Inf
Mycobacterium_smegmatis,NC_022070,Inf
Mycobacterium_smegmatis,NC_022058,Inf
Mycobacterium_smegmatis,NC_021535,Inf
Mycobacterium_smegmatis,NC_021308,Inf
Mycobacterium_smegmatis,NC_021307,Inf
Mycobacterium_smegmatis,NC_021297,Inf
Mycobacterium_smegmatis,NC_013694,Inf
Pectobacterium_carotovorum,NC_031068,Inf
Paracoccus_marcusii,NC_026608,Inf
Pseudomonas_aeruginosa,NC_027345,Inf
Enterococcus_faecalis,NC_028671,Inf
Streptomyces_avermitilis,NC_029005,Inf
Acinetobacter_baumannii,NC_028987,Inf
Clostridium_perfringens,NC_011318,Inf
Staphylococcus_aureus,NC_007060,Inf
Staphylococcus_aureus,NC_007055,Inf
Staphylococcus_aureus,NC_007053,Inf
Staphylococcus_aureus,NC_005356,Inf
Bacillus_cereus,NC_004821,Inf
Bacillus_cereus,NC_004820,Inf
Staphylococcus_aureus,NC_004740,Inf
Streptococcus_pyogenes,NC_004589,Inf
Streptococcus_pyogenes,NC_004588,Inf
Streptococcus_pyogenes,NC_004587,Inf
Streptococcus_pyogenes,NC_004586,Inf
Streptococcus_pyogenes,NC_004585,Inf
Pseudomonas_syringae,NC_004170,Inf
Escherichia_coli,NC_000924,Inf
Escherichia_coli,NC_028808,Inf
Salmonella_enterica,NC_004775,Inf
Escherichia_coli,NC_028935,Inf
Gordonia_terrae,NC_031255,Inf
Clostridium_difficile,NC_029048,Inf
Delftia_tsuruhatensis,NC_027348,Inf
Salmonella_enterica,NC_029003,Inf
Salmonella_enterica,NC_028696,Inf
Salmonella_enterica,NC_031045,Inf
Salmonella_enterica,NC_031021,Inf
Salmonella_enterica,NC_029015,Inf
Salmonella_enterica,NC_028701,Inf
Escherichia_coli,NC_031937,Inf
Salmonella_enterica,NC_031933,Inf
Salmonella_enterica,NC_031925,Inf
Salmonella_enterica,NC_031918,Inf
Salmonella_enterica,NC_031946,Inf
Escherichia_coli,NC_031943,Inf
Salmonella_enterica,NC_031940,Inf
Salmonella_enterica,NC_031939,Inf
Gordonia_alkanivorans,NC_031936,Inf
Escherichia_coli,NC_031934,Inf
Flavobacterium_psychrophilum,NC_031932,Inf
Flavobacterium_psychrophilum,NC_031931,Inf
Salmonella_enterica,NC_031930,Inf
Escherichia_coli,NC_031928,Inf
Flavobacterium_psychrophilum,NC_031926,Inf
Klebsiella_pneumoniae,NC_031924,Inf
Flavobacterium_psychrophilum,NC_031919,Inf
Pseudoalteromonas_atlantica,NC_031917,Inf
Flavobacterium_psychrophilum,NC_031914,Inf
Flavobacterium_psychrophilum,NC_031912,Inf
Flavobacterium_psychrophilum,NC_031911,Inf
Campylobacter_jejuni,NC_031909,Inf
Pseudoalteromonas_marina,NC_031908,Inf
Flavobacterium_psychrophilum,NC_031905,Inf
Flavobacterium_psychrophilum,NC_031904,Inf
Salmonella_enterica,NC_031902,Inf
Flavobacterium_psychrophilum,NC_031945,Inf
Flavobacterium_psychrophilum,NC_031921,Inf
Mycobacterium_smegmatis,NC_022331,Inf
Pseudomonas_aeruginosa,NC_031274,Inf
Gordonia_terrae,NC_031265,Inf
Mycobacterium_smegmatis,NC_031253,Inf
Gordonia_terrae,NC_031247,Inf
Gordonia_terrae,NC_031230,Inf
Salmonella_enterica,NC_031228,Inf
Salmonella_enterica,NC_031250,Inf
Gordonia_terrae,NC_031249,Inf
Klebsiella_pneumoniae,NC_031246,Inf
Gordonia_terrae,NC_031237,Inf
Gordonia_terrae,NC_031234,Inf
Gordonia_terrae,NC_031229,Inf
Acinetobacter_baumannii,NC_031280,Inf
Salmonella_enterica,NC_031271,Inf
Enterococcus_faecium,NC_031260,Inf
Salmonella_enterica,NC_031258,Inf
Staphylococcus_epidermidis,NC_031241,Inf
Shewanella_putrefaciens,NC_023594,Inf
Salmonella_enterica,NC_031129,Inf
Salmonella_enterica,NC_031128,Inf
Erwinia_amylovora,NC_031127,Inf
Gordonia_terrae,NC_031122,Inf
Bacillus_thuringiensis,NC_031121,Inf
Erwinia_amylovora,NC_031120,Inf
Acinetobacter_baumannii,NC_031117,Inf
Escherichia_coli,NC_031114,Inf
Pseudomonas_aeruginosa,NC_031110,Inf
Gordonia_terrae,NC_031109,Inf
Propionibacterium_freudenreichii,NC_031108,Inf
Pseudomonas_aeruginosa,NC_031104,Inf
Escherichia_coli,NC_031103,Inf
Bacillus_thuringiensis,NC_031100,Inf
Acinetobacter_baumannii,NC_031098,Inf
Gordonia_terrae,NC_031097,Inf
Pectobacterium_atrosepticum,NC_031096,Inf
Citrobacter_freundii,NC_031092,Inf
Shigella_sonnei,NC_031090,Inf
Klebsiella_pneumoniae,NC_031087,Inf
Escherichia_coli,NC_031082,Inf
Escherichia_coli,NC_031081,Inf
Mycobacterium_smegmatis,NC_031080,Inf
Streptomyces_griseus,NC_031078,Inf
Propionibacterium_freudenreichii,NC_031076,Inf
Lactococcus_lactis,NC_031075,Inf
Gordonia_terrae,NC_031074,Inf
Gordonia_terrae,NC_031072,Inf
Lactococcus_lactis,NC_031071,Inf
Bacillus_thuringiensis,NC_031070,Inf
Citrobacter_freundii,NC_031066,Inf
Lactococcus_lactis,NC_031064,Inf
Pseudomonas_aeruginosa,NC_031063,Inf
Bacillus_cereus,NC_031055,Inf
Bacillus_thuringiensis,NC_031054,Inf
Gordonia_terrae,NC_031052,Inf
Escherichia_coli,NC_031050,Inf
Bacillus_thuringiensis,NC_031049,Inf
Escherichia_coli,NC_031047,Inf
Staphylococcus_aureus,NC_031046,Inf
Lactococcus_lactis,NC_031044,Inf
Erwinia_amylovora,NC_031043,Inf
Salmonella_typhimurium,NC_031042,Inf
Lactococcus_lactis,NC_031040,Inf
Bacillus_thuringiensis,NC_031037,Inf
Lactobacillus_casei,NC_031036,Inf
Escherichia_coli,NC_031030,Inf
Gordonia_terrae,NC_031029,Inf
Gordonia_terrae,NC_031028,Inf
Bacillus_thuringiensis,NC_031027,Inf
Salmonella_typhimurium,NC_031026,Inf
Klebsiella_pneumoniae,NC_031025,Inf
Shigella_sonnei,NC_031022,Inf
Citrobacter_freundii,NC_031018,Inf
Lactococcus_lactis,NC_031017,Inf
Bacillus_thuringiensis,NC_031015,Inf
Pseudomonas_syringae,NC_031014,Inf
Lactococcus_lactis,NC_031013,Inf
Bacillus_thuringiensis,NC_031012,Inf
Shigella_sonnei,NC_031011,Inf
Erwinia_amylovora,NC_031010,Inf
Lactococcus_lactis,NC_031009,Inf
Erwinia_amylovora,NC_031007,Inf
Gordonia_terrae,NC_031004,Inf
Gordonia_terrae,NC_031001,Inf
Escherichia_coli,NC_031113,Inf
Pseudomonas_aeruginosa,NC_031091,Inf
Enterococcus_faecalis,NC_031051,Inf
Salmonella_enterica,NC_031019,Inf
Shigella_sonnei,NC_031085,Inf
Bacillus_thuringiensis,NC_031034,Inf
Bacillus_thuringiensis,NC_031024,Inf
Lactococcus_garvieae,NC_031016,Inf
Lactococcus_lactis,NC_031002,Inf
Citrobacter_freundii,NC_031123,Inf
Acinetobacter_baumannii,NC_031086,Inf
Bacillus_subtilis,NC_031039,Inf
Bacillus_thuringiensis,NC_031006,Inf
Erwinia_amylovora,NC_031126,Inf
Lactobacillus_casei,NC_031125,Inf
Bacillus_thuringiensis,NC_031116,Inf
Gordonia_terrae,NC_031099,Inf
Streptococcus_thermophilus,NC_031094,Inf
Pseudomonas_aeruginosa,NC_031073,Inf
Streptococcus_thermophilus,NC_031069,Inf
Streptococcus_thermophilus,NC_031023,Inf
Shigella_sonnei,NC_030953,Inf
Clostridium_tetani,NC_030951,Inf
Clostridium_tetani,NC_030949,Inf
Bacillus_alcalophilus,NC_030945,Inf
Gordonia_terrae,NC_030944,Inf
Gordonia_terrae,NC_030942,Inf
Gordonia_terrae,NC_030941,Inf
Gordonia_terrae,NC_030936,Inf
Pseudomonas_aeruginosa,NC_030929,Inf
Gordonia_terrae,NC_030924,Inf
Pseudomonas_putida,NC_030923,Inf
Bacillus_megaterium,NC_030920,Inf
Tsukamurella_paurometabola,NC_030916,Inf
Gordonia_terrae,NC_030914,Inf
Gordonia_neofelifaecis,NC_030912,Inf
Pseudomonas_aeruginosa,NC_030910,Inf
Gordonia_malaquae,NC_030906,Inf
Gordonia_terrae,NC_030905,Inf
Bacillus_halmapalus,NC_030904,Inf
Gordonia_terrae,NC_030901,Inf
Pseudomonas_aeruginosa,NC_030940,Inf
Gordonia_malaquae,NC_030939,Inf
Gordonia_sputi,NC_030932,Inf
Pseudomonas_aeruginosa,NC_030931,Inf
Gordonia_terrae,NC_030930,Inf
Gordonia_terrae,NC_030927,Inf
Salmonella_enterica,NC_030919,Inf
Pseudomonas_aeruginosa,NC_030918,Inf
Gordonia_terrae,NC_030917,Inf
Gordonia_terrae,NC_030915,Inf
Gordonia_terrae,NC_030913,Inf
Gordonia_terrae,NC_030911,Inf
Pseudomonas_aeruginosa,NC_030908,Inf
Gordonia_malaquae,NC_030907,Inf
Gordonia_malaquae,NC_030902,Inf
Clostridium_tetani,NC_030950,Inf
Clostridium_tetani,NC_030947,Inf
Gordonia_terrae,NC_030696,Inf
Bacillus_thuringiensis,NC_028748,Inf
Yersinia_enterocolitica,NC_019919,Inf
Pseudomonas_aeruginosa,NC_029083,Inf
Shigella_sonnei,NC_029120,Inf
Staphylococcus_epidermidis,NC_029119,Inf
Lactococcus_garvieae,NC_029118,Inf
Clostridium_difficile,NC_029116,Inf
Ralstonia_solanacearum,NC_029107,Inf
Brevibacillus_laterosporus,NC_029104,Inf
Klebsiella_pneumoniae,NC_029099,Inf
Streptomyces_lividans,NC_029098,Inf
Rhodobacter_capsulatus,NC_029097,Inf
Pseudoalteromonas_marina,NC_029094,Inf
Paenibacillus_larvae,NC_029084,Inf
Pectobacterium_atrosepticum,NC_029081,Inf
Achromobacter_xylosoxidans,NC_029075,Inf
Salmonella_paratyphi,NC_029072,Inf
Salmonella_typhimurium,NC_029071,Inf
Lactobacillus_fermentum,NC_029068,Inf
Lactobacillus_fermentum,NC_029058,Inf
Vibrio_parahaemolyticus,NC_029057,Inf
Salmonella_paratyphi,NC_029050,Inf
Salmonella_gallinarum,NC_029045,Inf
Mycobacterium_smegmatis,NC_029044,Inf
Salmonella_typhi,NC_029042,Inf
Lactobacillus_gasseri,NC_024206,Inf
Bacillus_megaterium,NC_028777,Inf
Clostridium_tetani,NC_029022,Inf
Bacillus_thuringiensis,NC_029008,Inf
Clostridium_tetani,NC_029006,Inf
Clostridium_tetani,NC_029004,Inf
Clostridium_tetani,NC_028991,Inf
Bacillus_thuringiensis,NC_028886,Inf
Citrobacter_freundii,NC_028857,Inf
Bacillus_megaterium,NC_028856,Inf
Enterobacter_aerogenes,NC_028772,Inf
Clostridium_difficile,NC_028959,Inf
Clostridium_difficile,NC_028958,Inf
Clostridium_difficile,NC_028951,Inf
Clostridium_difficile,NC_028905,Inf
Clostridium_difficile,NC_028883,Inf
Clostridium_difficile,NC_028838,Inf
Clostridium_difficile,NC_028764,Inf
Streptococcus_mutans,NC_029030,Inf
Brevibacillus_laterosporus,NC_029029,Inf
Escherichia_coli,NC_029028,Inf
Staphylococcus_haemolyticus,NC_029025,Inf
Bacillus_cereus,NC_029024,Inf
Escherichia_coli,NC_029023,Inf
Escherichia_coli,NC_029021,Inf
Enterococcus_faecalis,NC_029016,Inf
Parabacteroides_merdae,NC_029014,Inf
Citrobacter_freundii,NC_029013,Inf
Parabacteroides_distasonis,NC_029012,Inf
Ralstonia_solanacearum,NC_029007,Inf
Escherichia_coli,NC_028997,Inf
Acinetobacter_soli,NC_028995,Inf
Enterococcus_faecalis,NC_028990,Inf
Ralstonia_solanacearum,NC_028988,Inf
Mycobacterium_smegmatis,NC_028986,Inf
Streptococcus_mutans,NC_028984,Inf
Pseudomonas_aeruginosa,NC_028980,Inf
Klebsiella_pneumoniae,NC_028977,Inf
Streptomyces_griseus,NC_028976,Inf
Streptomyces_griseus,NC_028974,Inf
Mannheimia_haemolytica,NC_028956,Inf
Rhodobacter_capsulatus,NC_028954,Inf
Streptomyces_flavovirens,NC_028952,Inf
Sinorhizobium_meliloti,NC_028945,Inf
Bacillus_thuringiensis,NC_028944,Inf
Escherichia_coli,NC_028943,Inf
Pseudomonas_aeruginosa,NC_028939,Inf
Pseudomonas_aeruginosa,NC_028933,Inf
Pseudomonas_aeruginosa,NC_028931,Inf
Listeria_monocytogenes,NC_028929,Inf
Escherichia_coli,NC_028927,Inf
Bacillus_megaterium,NC_028926,Inf
Escherichia_coli,NC_028925,Inf
Staphylococcus_aureus,NC_028917,Inf
Proteus_mirabilis,NC_028916,Inf
Staphylococcus_aureus,NC_028915,Inf
Lactobacillus_paracasei,NC_028911,Inf
Streptomyces_venezuelae,NC_028904,Inf
Escherichia_coli,NC_028903,Inf
Escherichia_coli,NC_028901,Inf
Lactococcus_lactis,NC_028900,Inf
Ralstonia_solanacearum,NC_028899,Inf
Mannheimia_haemolytica,NC_028898,Inf
Escherichia_coli,NC_028896,Inf
Vibrio_cholerae,NC_028895,Inf
Escherichia_coli,NC_028894,Inf
Streptomyces_griseus,NC_028892,Inf
Lactobacillus_paracasei,NC_028888,Inf
Pseudomonas_aeruginosa,NC_028882,Inf
Escherichia_coli,NC_028881,Inf
Pseudomonas_aeruginosa,NC_028879,Inf
Escherichia_coli,NC_028872,Inf
Listeria_monocytogenes,NC_028871,Inf
Klebsiella_pneumoniae,NC_028870,Inf
Mycobacterium_smegmatis,NC_028869,Inf
Staphylococcus_aureus,NC_028859,Inf
Paenibacillus_larvae,NC_028854,Inf
Mannheimia_haemolytica,NC_028853,Inf
Paenibacillus_larvae,NC_028851,Inf
Yersinia_enterocolitica,NC_028850,Inf
Acinetobacter_baumannii,NC_028848,Inf
Paenibacillus_larvae,NC_028841,Inf
Paenibacillus_larvae,NC_028837,Inf
Lactobacillus_paracasei,NC_028835,Inf
Achromobacter_xylosoxidans,NC_028834,Inf
Escherichia_coli,NC_028831,Inf
Lactobacillus_paracasei,NC_028830,Inf
Vibrio_alginolyticus,NC_028829,Inf
Streptomyces_venezuelae,NC_028827,Inf
Enterococcus_faecium,NC_028826,Inf
Escherichia_coli,NC_028825,Inf
Staphylococcus_epidermidis,NC_028821,Inf
Yersinia_enterocolitica,NC_028820,Inf
Pseudoalteromonas_marina,NC_028819,Inf
Streptomyces_griseus,NC_028818,Inf
Pseudomonas_aeruginosa,NC_028817,Inf
Klebsiella_pneumoniae,NC_028816,Inf
Proteus_mirabilis,NC_028812,Inf
Pseudomonas_aeruginosa,NC_028809,Inf
Streptomyces_flavovirens,NC_028807,Inf
Brevibacillus_laterosporus,NC_028805,Inf
Klebsiella_pneumoniae,NC_028800,Inf
Vibrio_cholerae,NC_028799,Inf
Paenibacillus_larvae,NC_028788,Inf
Klebsiella_pneumoniae,NC_028786,Inf
Lactobacillus_paracasei,NC_028783,Inf
Bacillus_megaterium,NC_028782,Inf
Escherichia_coli,NC_028776,Inf
Staphylococcus_aureus,NC_028775,Inf
Klebsiella_pneumoniae,NC_028774,Inf
Cronobacter_sakazakii,NC_028773,Inf
Pseudomonas_aeruginosa,NC_028770,Inf
Achromobacter_xylosoxidans,NC_028768,Inf
Paenibacillus_larvae,NC_028767,Inf
Mannheimia_haemolytica,NC_028766,Inf
Proteus_mirabilis,NC_028762,Inf
Klebsiella_pneumoniae,NC_028760,Inf
Salmonella_enterica,NC_028754,Inf
Klebsiella_pneumoniae,NC_028750,Inf
Brevibacillus_laterosporus,NC_028749,Inf
Paenibacillus_larvae,NC_028746,Inf
Citrobacter_freundii,NC_028247,Inf
Mannheimia_haemolytica,NC_028743,Inf
Salmonella_enterica,NC_028698,Inf
Klebsiella_pneumoniae,NC_028659,Inf
Streptococcus_pyogenes,NC_028700,Inf
Salmonella_enterica,NC_028699,Inf
Streptococcus_pyogenes,NC_028697,Inf
Propionibacterium_acnes,NC_028694,Inf
Klebsiella_pneumoniae,NC_028688,Inf
Shigella_sonnei,NC_028685,Inf
Acinetobacter_baumannii,NC_028684,Inf
Edwardsiella_ictaluri,NC_028683,Inf
Acinetobacter_baumannii,NC_028679,Inf
Sinorhizobium_meliloti,NC_028676,Inf
Acinetobacter_baumannii,NC_028675,Inf
Gordonia_malaquae,NC_028673,Inf
Klebsiella_pneumoniae,NC_028670,Inf
Staphylococcus_aureus,NC_028669,Inf
Gordonia_malaquae,NC_028668,Inf
Pseudomonas_aeruginosa,NC_028667,Inf
Streptococcus_parauberis,NC_028666,Inf
Gordonia_terrae,NC_028665,Inf
Klebsiella_pneumoniae,NC_028664,Inf
Mycobacterium_phlei,NC_028662,Inf
Pseudomonas_syringae,NC_028661,Inf
Escherichia_coli,NC_028660,Inf
Pseudomonas_aeruginosa,NC_028657,Inf
Escherichia_coli,NC_028656,Inf
Yersinia_enterocolitica,NC_028655,Inf
Gordonia_terrae,NC_028653,Inf
Pseudomonas_aeruginosa,NC_028652,Inf
Escherichia_coli,NC_028449,Inf
Escherichia_coli,NC_028448,Inf
Escherichia_coli,NC_028248,Inf
Vibrio_parahaemolyticus,NC_026610,Inf
Escherichia_coli,NC_024142,Inf
Vibrio_natriegens,NC_021529,Inf
Staphylococcus_hominis,NC_020490,Inf
Acinetobacter_baumannii,NC_018087,Inf
Escherichia_coli,NC_004914,Inf
Escherichia_coli,NC_004913,Inf
Pseudomonas_aeruginosa,NC_002484,Inf
Morganella_morganii,NC_011085,Inf
Escherichia_coli,NC_027995,Inf
Leuconostoc_mesenteroides,NC_027987,Inf
Escherichia_coli,NC_027983,Inf
Escherichia_coli,NC_027979,Inf
Escherichia_coli,NC_027994,Inf
Escherichia_coli,NC_027993,Inf
Staphylococcus_aureus,NC_027991,Inf
Escherichia_coli,NC_027984,Inf
Lactobacillus_fermentum,NC_027982,Inf
Vibrio_parahaemolyticus,NC_027981,Inf
Vibrio_cholerae,NC_027397,Inf
Escherichia_coli,NC_027395,Inf
Vibrio_cholerae,NC_027393,Inf
Propionibacterium_acnes,NC_027391,Inf
Proteus_mirabilis,NC_027390,Inf
Propionibacterium_acnes,NC_027389,Inf
Propionibacterium_acnes,NC_027386,Inf
Propionibacterium_acnes,NC_027385,Inf
Pseudomonas_aeruginosa,NC_027384,Inf
Escherichia_coli,NC_027383,Inf
Shigella_flexneri,NC_027382,Inf
Escherichia_coli,NC_027381,Inf
Proteus_mirabilis,NC_027379,Inf
Leuconostoc_mesenteroides,NC_027377,Inf
Propionibacterium_acnes,NC_027373,Inf
Propionibacterium_acnes,NC_027370,Inf
Propionibacterium_acnes,NC_027367,Inf
Proteus_mirabilis,NC_027363,Inf
Propionibacterium_acnes,NC_027362,Inf
Propionibacterium_acnes,NC_027361,Inf
Propionibacterium_acnes,NC_027359,Inf
Leuconostoc_mesenteroides,NC_027358,Inf
Propionibacterium_acnes,NC_027357,Inf
Escherichia_coli,NC_027356,Inf
Propionibacterium_acnes,NC_027354,Inf
Citrobacter_freundii,NC_027350,Inf
Propionibacterium_acnes,NC_027346,Inf
Proteus_mirabilis,NC_027342,Inf
Lactococcus_lactis,NC_027341,Inf
Shigella_flexneri,NC_027339,Inf
Escherichia_coli,NC_027337,Inf
Propionibacterium_acnes,NC_027336,Inf
Propionibacterium_acnes,NC_027333,Inf
Acinetobacter_baumannii,NC_027332,Inf
Citrobacter_freundii,NC_027331,Inf
Salmonella_enterica,NC_027329,Inf
Propionibacterium_acnes,NC_027401,Inf
Propionibacterium_acnes,NC_027400,Inf
Klebsiella_pneumoniae,NC_027399,Inf
Shigella_flexneri,NC_027398,Inf
Propionibacterium_acnes,NC_027371,Inf
Escherichia_coli,NC_027369,Inf
Vibrio_vulnificus,NC_027368,Inf
Escherichia_coli,NC_027364,Inf
Yersinia_pestis,NC_027353,Inf
Erwinia_amylovora,NC_027340,Inf
Escherichia_coli,NC_027330,Inf
Bacillus_megaterium,NC_027394,Inf
Escherichia_coli,NC_027378,Inf
Bacillus_megaterium,NC_027372,Inf
Propionibacterium_acnes,NC_027295,Inf
Salmonella_typhimurium,NC_027297,Inf
Propionibacterium_acnes,NC_027294,Inf
Pseudomonas_fluorescens,NC_027292,Inf
Citrobacter_freundii,NC_027293,Inf
Sinorhizobium_meliloti,NC_027204,Inf
Flavobacterium_columnare,NC_027125,Inf
Salmonella_enterica,NC_027119,Inf
Lactococcus_lactis,NC_027120,Inf
Escherichia_coli,NC_021190,Inf
Lactobacillus_delbrueckii,NC_026609,Inf
Mycobacterium_smegmatis,NC_026605,Inf
Mycobacterium_smegmatis,NC_026590,Inf
Mycobacterium_smegmatis,NC_026589,Inf
Salmonella_paratyphi,NC_026017,Inf
Staphylococcus_aureus,NC_026016,Inf
Escherichia_coli,NC_026014,Inf
Escherichia_coli,NC_025830,Inf
Vibrio_alginolyticus,NC_025822,Inf
Ralstonia_solanacearum,NC_025454,Inf
Enterococcus_faecalis,NC_025453,Inf
Escherichia_coli,NC_025446,Inf
Escherichia_coli,NC_025445,Inf
Escherichia_coli,NC_025441,Inf
Shigella_flexneri,NC_025437,Inf
Shigella_flexneri,NC_025434,Inf
Caulobacter_crescentus,NC_025422,Inf
Staphylococcus_xylosus,NC_025417,Inf
Staphylococcus_aureus,NC_025460,Inf
Escherichia_coli,NC_025448,Inf
Escherichia_coli,NC_025425,Inf
Escherichia_coli,NC_025419,Inf
Enterococcus_faecium,NC_025467,Inf
Enterococcus_faecalis,NC_025465,Inf
Acinetobacter_baumannii,NC_025462,Inf
Aeromonas_hydrophila,NC_025459,Inf
Acinetobacter_baumannii,NC_025457,Inf
Escherichia_coli,NC_025449,Inf
Escherichia_coli,NC_025447,Inf
Salmonella_enterica,NC_025443,Inf
Salmonella_enterica,NC_025442,Inf
Mesorhizobium_loti,NC_025431,Inf
Rhizobium_leguminosarum,NC_025429,Inf
Ruegeria_pomeroyi,NC_025428,Inf
Bacillus_thuringiensis,NC_025424,Inf
Escherichia_coli,NC_024125,Inf
Vibrio_cholerae,NC_024369,Inf
Ralstonia_solanacearum,NC_025115,Inf
Escherichia_coli,NC_024794,Inf
Vibrio_cholerae,NC_024791,Inf
Escherichia_coli,NC_024790,Inf
Acinetobacter_baumannii,NC_024785,Inf
Escherichia_coli,NC_024783,Inf
Pseudomonas_aeruginosa,NC_024782,Inf
Listeria_monocytogenes,NC_024392,Inf
Staphylococcus_aureus,NC_024391,Inf
Listeria_monocytogenes,NC_024387,Inf
Listeria_monocytogenes,NC_024384,Inf
Escherichia_coli,NC_024379,Inf
Listeria_monocytogenes,NC_024375,Inf
Mycobacterium_smegmatis,NC_024371,Inf
Dinoroseobacter_shibae,NC_024367,Inf
Pseudomonas_syringae,NC_024362,Inf
Enterococcus_faecium,NC_024356,Inf
Cronobacter_sakazakii,NC_024354,Inf
Pseudomonas_syringae,NC_024365,Inf
Pseudomonas_aeruginosa,NC_024330,Inf
Vibrio_anguillarum,NC_023863,Inf
Enterococcus_faecalis,NC_023595,Inf
Lactococcus_lactis,NC_024215,Inf
Lactococcus_lactis,NC_024214,Inf
Mycobacterium_smegmatis,NC_024209,Inf
Lactococcus_lactis,NC_024208,Inf
Lactococcus_lactis,NC_024203,Inf
Enterococcus_faecalis,NC_024212,Inf
Salmonella_enterica,NC_024204,Inf
Lactococcus_garvieae,NC_024149,Inf
Escherichia_coli,NC_024146,Inf
Escherichia_coli,NC_024139,Inf
Mycobacterium_smegmatis,NC_024138,Inf
Mycobacterium_smegmatis,NC_024135,Inf
Escherichia_coli,NC_024134,Inf
Serratia_marcescens,NC_024121,Inf
Edwardsiella_ictaluri,NC_021342,Inf
Brevibacillus_laterosporus,NC_022980,Inf
Bacillus_megaterium,NC_022774,Inf
Salmonella_typhimurium,NC_022768,Inf
Pectobacterium_carotovorum,NC_023865,Inf
Microbacterium_oxydans,NC_023859,Inf
Escherichia_coli,NC_023743,Inf
Mycobacterium_smegmatis,NC_023737,Inf
Ralstonia_solanacearum,NC_023736,Inf
Mycobacterium_smegmatis,NC_023733,Inf
Mycobacterium_smegmatis,NC_023725,Inf
Bacillus_megaterium,NC_023719,Inf
Cronobacter_sakazakii,NC_023717,Inf
Yersinia_pestis,NC_023715,Inf
Mycobacterium_smegmatis,NC_023714,Inf
Pseudomonas_aeruginosa,NC_023700,Inf
Mycobacterium_smegmatis,NC_023698,Inf
Mycobacterium_smegmatis,NC_023697,Inf
Mycobacterium_smegmatis,NC_023696,Inf
